trade_number,symbol,entry_time,exit_time,entry_price,exit_price,initial_stop,final_stop,initial_quantity,partial_quantity,entry_notional,account_risk_percent,setup_score,entry_reward_risk,route,buy_fee,sell_fees,partial_profit_taken,profit,profit_percent,exit_reason,cash_after_trade
1,LINKUSDT,2022-02-06 01:00:00,2022-02-06 04:15:00,17.86893,17.88678553,17.60856928,17.8957334,86.41856672,0.0,1544.20731937,0.225,95.0,2.0902,IGNITION,1.54420732,1.54575037,False,-1.54690852,-0.1001,STOP LOSS,9998.45309148
2,SOLUSDT,2022-02-16 20:00:00,2022-02-17 00:00:00,103.31163,101.54660148,101.59740018,101.59740018,17.49786338,0.0,1807.73278737,0.3,100.0,2.2778,ADAPTIVE_BREAKOUT,1.80773279,1.77684856,False,-34.46880934,-1.9048,STOP LOSS,9963.98428214
3,LINKUSDT,2022-03-01 23:00:00,2022-03-02 00:45:00,15.28764,14.97698177,14.984474,14.984474,98.59929258,0.0,1507.35048917,0.3,95.0,2.1194,IGNITION,1.50735049,1.47671981,False,-33.61475241,-2.2278,STOP LOSS,9930.36952973
4,SOLUSDT,2022-03-17 13:00:00,2022-03-17 21:00:00,89.494725,89.5841526,88.239532,89.62896709,23.73428508,0.0,2124.09331666,0.3,100.0,2.2518,ADAPTIVE_BREAKOUT,2.12409332,2.12621582,False,-2.12780889,-0.1001,STOP LOSS,9928.24172084
5,LINKUSDT,2022-03-18 09:00:00,2022-03-19 22:30:00,14.58729,14.94579593,14.30622802,14.95327257,79.47906679,19.8697667,1159.3841962,0.225,100.0,2.117,IGNITION,1.1593842,1.19177325,True,30.03789441,2.5883,STOP LOSS,9958.27961525
6,LINKUSDT,2022-03-23 15:00:00,2022-03-24 13:45:00,15.68784,15.81047962,15.31308618,15.81838882,59.78892804,0.0,937.95913694,0.225,100.0,2.1331,IGNITION,0.93795914,0.94529163,False,5.44924085,0.5804,STOP LOSS,9963.7288561
7,LINKUSDT,2022-03-27 00:00:00,2022-03-27 01:45:00,15.837915,15.85374104,15.7037433,15.86167187,157.27652371,0.0,2490.93221403,0.2118,100.0,2.0112,IGNITION,2.49093221,2.49342128,False,-2.49528948,-0.1001,STOP LOSS,9961.23356663
8,LINKUSDT,2022-03-31 01:00:00,2022-03-31 14:15:00,17.358675,17.221385,17.04617105,17.46848232,95.62663218,23.90665804,1659.95162934,0.3,100.0,2.1112,IGNITION,1.65995163,1.66483208,True,1.55566651,0.0936,MARKET SEVERE SHOCK,9962.78923314
9,LINKUSDT,2022-04-03 05:00:00,2022-04-03 20:30:00,17.698845,17.92380451,17.30179172,17.93277089,56.45659322,0.0,999.21649261,0.225,99.0,2.0481,IGNITION,0.99921649,1.01191694,False,10.68931387,1.0687,STOP LOSS,9973.47854701
10,SOLUSDT,2022-04-20 12:00:00,2022-04-20 13:45:00,110.485215,108.9412741,108.99577199,108.99577199,15.06625398,0.0,1664.5983106,0.225,100.0,2.2511,ADAPTIVE_BREAKOUT,1.66459831,1.6413369,False,-26.56734094,-1.5944,STOP LOSS,9946.91120607
11,LINKUSDT,2022-05-05 13:00:00,2022-05-05 14:00:00,11.995995,11.81405217,11.81996215,11.81996215,127.13848702,0.0,1525.15265458,0.225,95.0,2.091,IGNITION,1.52515265,1.49630475,False,-31.86936008,-2.0875,STOP LOSS,9915.04184599
12,LINKUSDT,2022-05-31 11:00:00,2022-05-31 13:45:00,7.413705,7.226385,7.30927598,7.30927598,213.62685753,0.0,1583.76650179,0.225,95.0,2.0865,IGNITION,1.5837665,1.54374992,False,-43.14409937,-2.7214,MARKET SEVERE SHOCK,9871.89774662
13,SOLUSDT,2022-07-07 14:00:00,2022-07-08 02:30:00,37.69884,38.10403125,37.07213795,38.1230928,35.44231259,8.86057815,1336.13407165,0.225,100.0,2.2978,ADAPTIVE_BREAKOUT,1.33613407,1.35783807,True,19.01002943,1.4213,STOP LOSS,9890.90777605
