trade_number,symbol,entry_time,exit_time,entry_price,exit_price,initial_stop,final_stop,initial_quantity,partial_quantity,entry_notional,account_risk_percent,setup_score,entry_reward_risk,route,buy_fee,sell_fees,partial_profit_taken,profit,profit_percent,exit_reason,cash_after_trade
1,ETHUSDT,2021-01-02 14:00:00,2021-01-02 20:15:00,771.155385,774.89393336,752.4280767,775.28157415,2.13591827,0.0,1647.12487768,0.4,100.0,2.33,ETH_365D,1.64712488,1.65511011,False,4.68299876,0.284,STOP LOSS,10004.68299876
2,ETHUSDT,2021-01-03 09:00:00,2021-01-03 15:00:00,817.718655,896.12064051,797.76317062,896.56892497,2.00540018,0.50135005,1639.85313933,0.4,100.0,2.407,ETH_365D,1.63985314,1.77756804,True,134.29747549,8.1814,STOP LOSS,10138.98047425
3,ETHUSDT,2021-01-04 04:00:00,2021-01-04 07:00:00,1021.920705,1128.07135617,989.86155092,1128.63567401,1.26503406,0.15812926,1292.7645001,0.4,100.0,2.3458,ETH_365D,1.2927645,1.38660793,True,91.16406079,7.0448,STOP LOSS,10230.14453504
4,LINKUSDT,2021-01-06 03:00:00,2021-01-06 09:15:00,14.4468198,14.4919504,14.06307632,14.14643337,79.97642991,0.0,1155.40507118,0.3,95.0,2.1423,IGNITION,1.15540507,1.15453002,False,-3.1849852,-0.2754,MARKET SEVERE SHOCK,10226.95954984
5,ETHUSDT,2021-01-07 13:00:00,2021-01-07 18:30:00,1227.47343,1246.686345,1196.92960965,1245.25533401,1.33931636,0.0,1643.97524277,0.4,100.0,2.3696,ETH_365D,1.64397524,1.66970741,False,22.41848867,1.3623,MARKET SEVERE SHOCK,10249.37803851
6,ETHUSDT,2021-01-10 02:00:00,2021-01-10 10:30:00,1324.16175,1314.96219,1286.59337927,1315.1900466,1.09127735,0.0,1445.02772891,0.4,100.0,2.3347,ETH_365D,1.44502773,1.43498846,False,-12.91928767,-0.8932,MARKET SEVERE SHOCK,10236.45875084
7,ETHUSDT,2021-01-19 08:00:00,2021-01-19 13:00:00,1375.417365,1376.7917508,1331.90049222,1377.48049105,0.9409186,0.0,1294.1557811,0.4,100.0,2.3674,ETH_365D,1.29415578,1.29544897,False,-1.29641958,-0.1001,STOP LOSS,10235.16233126
8,ETHUSDT,2021-01-25 01:00:00,2021-01-25 01:30:00,1457.698485,1418.71716074,1419.42687418,1419.42687418,0.37440878,0.0,545.775117,0.14,100.0,2.3344,ETH_365D,0.54577512,0.53118017,False,-15.67190549,-2.8686,STOP LOSS,10219.49042577
9,LINKUSDT,2021-02-02 13:00:00,2021-02-02 15:45:00,23.1399642,22.80781406,22.81922368,22.81922368,95.58652229,0.0,2211.86870379,0.3,95.0,2.0427,IGNITION,2.2118687,2.18011963,False,-36.14106472,-1.6323,STOP LOSS,10183.34936104
10,ETHUSDT,2021-02-02 17:00:00,2021-02-03 08:15:00,1494.196725,1515.691775,1458.19802812,1512.54654279,1.13152422,0.28288106,1690.71978526,0.4,100.0,2.3351,ETH_365D,1.69071979,1.72910659,True,34.96697631,2.0661,MARKET SEVERE SHOCK,10218.31633735
