trade_number,symbol,entry_time,exit_time,entry_price,exit_price,initial_stop,final_stop,initial_quantity,partial_quantity,entry_notional,account_risk_percent,setup_score,entry_reward_risk,route,buy_fee,sell_fees,partial_profit_taken,profit,profit_percent,exit_reason,cash_after_trade
1,ETHUSDT,2024-01-10 16:00:00,2024-01-10 17:00:00,2450.52465,2410.79854669,2412.00454896,2412.00454896,0.77881416,0.0,1908.50328829,0.3,100.0,2.2919,ETH_365D,1.90850329,1.87756404,False,-34.72531897,-1.8177,STOP LOSS,9965.27468103
2,ETHUSDT,2024-01-11 12:00:00,2024-01-11 14:45:00,2659.218945,2619.04051971,2620.35069505,2620.35069505,1.02554395,0.0,2727.1459107,0.4,100.0,2.2846,ETH_365D,2.72714591,2.68594117,False,-46.61782821,-1.7077,STOP LOSS,9918.65685282
3,ETHUSDT,2024-01-12 15:00:00,2024-01-12 15:30:00,2707.102875,2676.88089,2671.06173118,2671.06173118,0.82561116,0.0,2235.01434516,0.3,100.0,2.2724,ETH_365D,2.23501435,2.21006274,False,-29.39668518,-1.314,MARKET SEVERE SHOCK,9889.26016764
4,SOLUSDT,2024-01-27 15:00:00,2024-01-28 17:30:00,92.70633,96.41663159,91.7068828,96.46486402,22.26314248,5.56578562,2063.93423382,0.225,100.0,2.2084,ADAPTIVE_BREAKOUT,2.06393423,2.13674833,True,68.61341028,3.3211,STOP LOSS,9957.87357792
5,SOLUSDT,2024-01-30 11:00:00,2024-01-30 12:45:00,104.322135,104.42637889,102.94700734,104.4786182,21.72425271,0.0,2266.32042373,0.3,100.0,2.2711,ADAPTIVE_BREAKOUT,2.26632042,2.26858504,False,-2.27028478,-0.1001,STOP LOSS,9955.60329314
6,LINKUSDT,2024-01-30 14:00:00,2024-01-30 23:00:00,15.109551,15.47089659,14.91770321,15.4786359,155.67971484,38.91992871,2352.25059105,0.3,100.0,2.024,IGNITION,2.35225059,2.40907313,True,52.06121663,2.211,STOP LOSS,10007.66450977
7,LINKUSDT,2024-01-31 16:00:00,2024-01-31 20:15:00,15.715854,15.47627304,15.48401504,15.48401504,97.12451035,0.0,1526.39462446,0.225,100.0,2.0916,IGNITION,1.52639462,1.505406,False,-24.02042985,-1.5721,STOP LOSS,9983.64407992
8,LINKUSDT,2024-02-03 11:00:00,2024-02-03 18:00:00,18.0500205,17.75024102,17.66915374,17.75912058,58.97915397,0.0,1064.57493822,0.225,95.0,2.1326,IGNITION,1.06457494,1.0468942,False,-19.79220927,-1.8573,STOP LOSS,9963.85187065
9,LINKUSDT,2024-02-04 12:00:00,2024-02-04 19:15:00,18.1680795,18.19672448,17.68971526,18.20582739,46.86526499,0.0,851.45186014,0.225,100.0,2.1393,IGNITION,0.85145186,0.85279431,False,-0.36179167,-0.0424,STOP LOSS,9963.49007899
10,SOLUSDT,2024-02-09 03:00:00,2024-02-09 04:00:00,105.682815,104.2603622,104.31251846,104.31251846,21.81313994,0.0,2305.27403298,0.3,100.0,2.269,ADAPTIVE_BREAKOUT,2.30527403,2.27424587,False,-35.60768192,-1.5431,STOP LOSS,9927.88239706
11,LINKUSDT,2024-02-10 18:00:00,2024-02-12 02:15:00,18.4342125,19.90534169,18.27229991,19.91529934,134.63936142,33.65984035,2481.97059927,0.2196,98.0,2.0377,IGNITION,2.4819706,2.64110873,True,154.01504929,6.1992,STOP LOSS,10081.89744635
12,LINKUSDT,2024-02-14 03:00:00,2024-02-14 05:00:00,20.140065,19.90582526,19.91578315,19.91578315,125.14728039,0.0,2520.47436159,0.2784,99.0,2.0707,IGNITION,2.52047436,2.4911599,False,-34.32610045,-1.3605,STOP LOSS,10047.5713459
13,SOLUSDT,2024-02-15 01:00:00,2024-02-15 01:45:00,118.03899,116.45952056,116.51777945,116.51777945,19.93245807,0.0,2352.80721903,0.3,100.0,2.2458,ADAPTIVE_BREAKOUT,2.35280722,2.32132451,False,-36.15684018,-1.5352,STOP LOSS,7577.21448387
14,ETHUSDT,2024-02-14 10:00:00,2024-02-15 06:00:00,2747.863245,2769.684465,2702.44879901,2751.98503987,0.88496699,0.0,2431.76825359,0.4,100.0,2.2964,ETH_365D,2.43176825,2.45107931,False,14.42821173,0.5927,EMA10 CLOSE EXIT,10025.84271744
15,ETHUSDT,2024-02-15 15:00:00,2024-02-15 16:15:00,2854.016295,2808.88725708,2810.29240328,2810.29240328,0.91719582,0.0,2617.69182571,0.4,100.0,2.2891,ETH_365D,2.61769183,2.57629966,False,-46.58615658,-1.7779,STOP LOSS,9979.25656086
16,LINKUSDT,2024-02-16 06:00:00,2024-02-16 07:30:00,20.212101,19.9731444,19.98313596,19.98313596,123.43170758,0.0,2494.81414021,0.2832,100.0,2.0449,IGNITION,2.49481414,2.46531932,False,-34.45495522,-1.3797,STOP LOSS,9944.80160564
17,LINKUSDT,2024-02-18 10:00:00,2024-02-18 23:45:00,20.0790345,20.09909848,19.79609501,20.10915305,105.44447143,0.0,2117.22317962,0.3,100.0,2.0865,IGNITION,2.11722318,2.11933881,False,-2.12092673,-0.1001,STOP LOSS,7096.94679359
18,ETHUSDT,2024-02-18 23:00:00,2024-02-19 14:00:00,2881.429995,2892.61297,2855.47063251,2885.75213999,0.98662504,0.0,2842.89099432,0.257,100.0,2.2127,ETH_365D,2.84289099,2.8539244,False,5.3365878,0.1875,EMA10 CLOSE EXIT,9948.01726671
19,ETHUSDT,2024-02-19 22:00:00,2024-02-20 00:00:00,2969.32392,2937.81895104,2939.28859534,2939.28859534,1.17259219,0.0,3481.80604335,0.354,100.0,2.2309,ETH_365D,3.48180604,3.44486356,False,-43.86915021,-1.2587,STOP LOSS,9904.14811651
20,ETHUSDT,2024-02-20 14:00:00,2024-02-20 14:15:00,2999.108805,2966.52033142,2968.00433359,2968.00433359,1.1558273,0.0,3466.45184078,0.363,100.0,2.2362,ETH_365D,3.46645184,3.42878519,False,-44.56188455,-1.2842,STOP LOSS,9859.58623195
21,ETHUSDT,2024-02-25 15:00:00,2024-02-25 16:00:00,3069.1338,3036.65734317,3038.17643138,3038.17643138,1.1243743,0.0,3450.85518118,0.353,100.0,2.2315,ETH_365D,3.45085518,3.41433949,False,-43.38088823,-1.2558,STOP LOSS,9816.20534373
22,ETHUSDT,2024-02-26 16:00:00,2024-02-27 16:00:00,3147.162795,3228.51540583,3118.75526357,3230.13047107,1.09167275,0.27291819,3435.6718703,0.3159,100.0,2.213,ETH_365D,3.43567187,3.51734834,True,74.72345331,2.1728,STOP LOSS,9890.92879703
23,ETHUSDT,2024-02-28 08:00:00,2024-02-28 12:00:00,3304.6515,3307.95367301,3272.42950954,3309.60847725,1.04756132,0.26189033,3461.82507896,0.3413,100.0,2.2247,ETH_365D,3.46182508,3.48085559,True,12.08782949,0.3488,STOP LOSS,9903.01662652
24,ETHUSDT,2024-02-29 12:00:00,2024-02-29 12:15:00,3515.63694,3461.44158478,3463.17317137,3463.17317137,0.75503662,0.0,2654.43463001,0.4,100.0,2.2855,ETH_365D,2.65443463,2.61351515,False,-46.18742757,-1.7383,STOP LOSS,9856.82919895
25,LINKUSDT,2024-03-01 23:00:00,2024-03-02 08:30:00,19.9769835,20.93308635,19.67536593,20.94355813,98.03967205,24.50991801,1958.5369109,0.3,98.0,2.0835,IGNITION,1.95853691,2.04337195,True,80.8331328,4.1231,STOP LOSS,9937.66233176
26,ETHUSDT,2024-03-04 09:00:00,2024-03-04 09:15:00,3535.777005,3502.40648194,3504.15856122,3504.15856122,0.98371074,0.0,3478.18181611,0.313,100.0,2.2089,ETH_365D,3.47818182,3.44535487,False,-39.75047864,-1.1417,STOP LOSS,9897.91185311
27,ETHUSDT,2024-03-05 00:00:00,2024-03-05 05:00:00,3629.563875,3670.26575801,3587.75729638,3672.10180891,0.94701955,0.23675489,3437.26795993,0.4,100.0,2.2533,ETH_365D,3.43726796,3.48553334,True,41.3425753,1.2016,STOP LOSS,9939.25442842
28,ETHUSDT,2024-03-06 09:00:00,2024-03-06 12:45:00,3827.29269,3819.099495,3742.67580969,3742.67580969,0.46984736,0.0,1798.24336135,0.4,100.0,2.3231,ETH_365D,1.79824336,1.79439381,False,-7.4421882,-0.4134,MARKET SEVERE SHOCK,9931.81224022
29,ETHUSDT,2024-03-07 21:00:00,2024-03-07 21:45:00,3930.834435,3867.95454107,3869.88948581,3869.88948581,0.65185466,0.0,2562.33273318,0.4,100.0,2.2904,ETH_365D,2.56233273,2.52134418,False,-46.07222862,-1.7963,STOP LOSS,9885.7400116
30,ETHUSDT,2024-03-08 14:00:00,2024-03-08 15:45:00,3973.06554,3938.039995,3932.29146044,3932.29146044,0.87086633,0.0,3460.00900406,0.3592,100.0,2.2336,ETH_365D,3.460009,3.42950644,False,-37.39208326,-1.0796,MARKET SEVERE SHOCK,9848.34792834
31,ETHUSDT,2024-03-11 08:00:00,2024-03-11 16:15:00,4003.4007,4007.40109815,3953.79763995,4009.40580105,0.79417261,0.0,3179.39118661,0.4,100.0,2.2629,ETH_365D,3.17939119,3.18256819,False,-3.18495274,-0.1001,STOP LOSS,9845.16297561
32,LINKUSDT,2024-03-11 21:00:00,2024-03-12 04:00:00,21.2576235,20.91469161,20.89091654,20.92515419,80.5424836,0.0,1712.14179203,0.3,95.0,2.1073,IGNITION,1.71214179,1.68452121,False,-31.01724909,-1.8098,STOP LOSS,9814.14572652
33,LINKUSDT,2024-03-13 07:00:00,2024-03-13 12:30:00,20.8374135,20.64466788,20.5787546,20.65499538,113.82727081,0.0,2371.86590937,0.3,95.0,2.0835,IGNITION,2.37186591,2.3499262,False,-26.66150021,-1.1229,STOP LOSS,9787.4842263
34,LINKUSDT,2024-03-26 15:00:00,2024-03-26 16:45:00,20.320155,19.74704959,19.75692805,19.75692805,52.13254245,0.0,1059.34134305,0.3,95.0,2.1366,IGNITION,1.05934134,1.0294639,False,-31.96624737,-3.0145,STOP LOSS,9755.51797893
35,SOLUSDT,2024-03-30 01:00:00,2024-03-30 02:30:00,194.17704,191.39649177,191.49223789,191.49223789,8.17561761,0.0,1587.51722822,0.225,100.0,2.2898,ADAPTIVE_BREAKOUT,1.58751723,1.56478453,False,-25.88500087,-1.6289,STOP LOSS,9729.63297807
