trade_number,symbol,entry_time,exit_time,entry_price,exit_price,initial_stop,final_stop,initial_quantity,partial_quantity,entry_notional,account_risk_percent,setup_score,entry_reward_risk,route,buy_fee,sell_fees,partial_profit_taken,profit,profit_percent,exit_reason,cash_after_trade
36,SOLUSDT,2024-03-31 19:00:00,2024-03-31 20:45:00,198.429165,198.62744534,196.57390769,198.72680875,12.25832021,0.0,2432.40824452,0.2337,100.0,2.2183,ADAPTIVE_BREAKOUT,2.43240824,2.43483883,False,-2.43666313,-0.1001,STOP LOSS,9727.19631493
37,LINKUSDT,2024-04-08 08:00:00,2024-04-08 17:30:00,17.9739825,18.19351977,17.65798959,18.20262108,92.34887263,23.08721816,1659.87702053,0.3,100.0,2.0989,IGNITION,1.65987702,1.68945855,True,26.23219313,1.5788,STOP LOSS,9753.42850806
38,LINKUSDT,2024-04-21 11:00:00,2024-04-21 14:00:00,14.877435,14.72802745,14.73539515,14.73539515,154.50040613,0.0,2298.56974974,0.225,95.0,2.055,IGNITION,2.29856975,2.27548622,False,-27.65758238,-1.202,STOP LOSS,9725.77092568
39,SOLUSDT,2024-04-22 06:00:00,2024-04-22 07:45:00,153.25659,153.40973165,150.65860906,153.48647489,8.42307357,0.0,1290.89153287,0.225,100.0,2.2998,ADAPTIVE_BREAKOUT,1.29089153,1.29218146,False,-1.29314962,-0.1001,STOP LOSS,9724.47777605
40,LINKUSDT,2024-04-22 20:00:00,2024-04-23 00:15:00,15.4066995,15.42209464,15.21466262,15.42980955,113.93683925,0.0,1755.39064433,0.225,95.0,2.055,IGNITION,1.75539064,1.75714472,False,-1.75846126,-0.1001,STOP LOSS,9722.71931479
41,SOLUSDT,2024-04-24 05:00:00,2024-04-24 08:30:00,159.23958,157.03002697,157.10858126,157.10858126,13.68755286,0.0,2179.600168,0.3,100.0,2.2571,ADAPTIVE_BREAKOUT,2.17960017,2.14935679,False,-34.57233091,-1.5846,STOP LOSS,9688.14698388
42,LINKUSDT,2024-05-05 14:00:00,2024-05-05 18:45:00,14.321157,14.33546742,14.19243017,14.34263874,169.1229798,42.28074495,2422.03674597,0.2247,100.0,2.0221,IGNITION,2.42203675,2.43442905,True,7.53583498,0.3108,STOP LOSS,9695.68281886
43,SOLUSDT,2024-05-06 06:00:00,2024-05-06 10:45:00,148.81437,152.34379,147.32232283,152.47251806,16.28821669,4.07205417,2423.92070471,0.2507,100.0,2.2305,ADAPTIVE_BREAKOUT,2.4239207,2.478879,True,50.05549662,2.063,MARKET SEVERE SHOCK,9745.73831548
44,SOLUSDT,2024-05-18 10:00:00,2024-05-18 13:15:00,175.137525,173.02987444,173.11643266,173.11643266,13.91155082,0.0,2436.43457887,0.2885,100.0,2.2359,ADAPTIVE_BREAKOUT,2.43643458,2.40711389,False,-34.16423633,-1.4008,STOP LOSS,9711.57407915
45,LINKUSDT,2024-05-19 14:00:00,2024-05-19 17:00:00,16.664328,16.68097983,16.3210184,16.68932449,84.86428151,0.0,1414.20622253,0.3,100.0,2.1224,IGNITION,1.41420622,1.41561937,False,-1.41668002,-0.1001,STOP LOSS,9710.15739912
46,SOLUSDT,2024-05-20 17:00:00,2024-05-21 07:15:00,179.94993,180.66860495,177.49436668,180.75898444,11.86305072,2.96576268,2134.75514672,0.3,100.0,2.2893,ADAPTIVE_BREAKOUT,2.13475515,2.15544051,True,16.39517149,0.7672,STOP LOSS,9726.55257061
47,LINKUSDT,2024-05-23 12:00:00,2024-05-23 13:00:00,16.70835,16.449771,16.51705572,16.51705572,145.53430726,0.0,2431.63814265,0.2862,100.0,2.0436,IGNITION,2.43163814,2.39400603,False,-42.45775981,-1.7443,MARKET SEVERE SHOCK,9684.0948108
48,LINKUSDT,2024-05-24 18:00:00,2024-05-25 13:30:00,17.380686,16.97031865,16.9343429,16.97880806,48.81718442,0.0,848.47615375,0.225,100.0,2.1377,IGNITION,0.84847615,0.82844318,False,-21.70989776,-2.5561,STOP LOSS,9662.38491305
49,SOLUSDT,2024-05-29 04:00:00,2024-05-29 08:00:00,172.436175,170.7146,169.57788367,169.88300813,7.60607073,0.0,1311.56174329,0.225,100.0,2.2975,ADAPTIVE_BREAKOUT,1.31156174,1.29846732,False,-15.70445028,-1.1962,HARD DRAWDOWN LOCK,9646.68046277
