event_time,symbol,event_type,details
2025-01-24 07:15:00,LINKUSDT,2R PARTIAL PROFIT,Reduced 25% at 26.21189248; remaining quantity 33.71678189
2025-04-22 14:30:00,SOLUSDT,2R PARTIAL PROFIT,Reduced 25% at 144.66978430; remaining quantity 13.00999159
2025-05-13 20:00:00,SOLUSDT,2R PARTIAL PROFIT,Reduced 25% at 183.38230191; remaining quantity 8.75951422
2025-05-18 16:00:00,SOLUSDT,2R PARTIAL PROFIT,Reduced 25% at 176.50358899; remaining quantity 10.69906449
2025-05-18 18:00:00,SOLUSDT,MARKET SHOCK REDUCTION,Reduced 50% at 172.16387500; remaining quantity 5.34953224
2025-06-28 18:00:00,SOLUSDT,2R PARTIAL PROFIT,Reduced 25% at 150.89069751; remaining quantity 12.21073475
2025-07-21 06:30:00,SOLUSDT,2R PARTIAL PROFIT,Reduced 25% at 189.05731880; remaining quantity 6.84548806
2025-07-27 05:30:00,LINKUSDT,2R PARTIAL PROFIT,Reduced 25% at 19.01231749; remaining quantity 75.82084832
