period,source_module,backtest_start,backtest_end,route_signal_cooldown_hours,raw_valid_signal_rows,quality_valid_signal_rows,quality_signal_episodes,episodes_persistent_beyond_route_cooldown,episodes_with_multiple_emissions,emitted_candidates,stale_same_episode_retriggers,stale_retrigger_percent_of_candidates,executed_candidates_matched_in_trade_log,signal_evaluation_to_fill_minutes,estimated_round_trip_fee_plus_slippage_percent,simultaneous_multi_symbol_candidate_hours,high_correlation_candidate_pairs,trade_log_found,completed_trades,winning_trades,losing_trades,win_rate_percent,gross_profit_eur,gross_loss_eur,average_win_eur,average_loss_eur,realized_win_loss_ratio,profit_factor,losing_stop_exit_percent,winning_full_take_profit_percent,total_explicit_fees_eur,fees_as_percent_of_gross_profit
development,run_v3e6_selective_development,2025-08-01,2026-04-30,12.0,1330,97,89,0,0,65,0,0.0,38,0.0,0.3,2,0,True,38,9,29,23.6842,254.47100125,533.68508063,28.27455569,18.40293381,1.53641566,0.47681865,89.6552,0.0,156.33919143,61.4369
