window,decision_time,signal_score,relative_strength,market_state,entry_price,stop_price,risk_per_unit,reward_risk,current_near_high,previous_near_high,fresh_zone,actual_cross,mfe_r,mae_r,mfe_class,reached_0_5r,reached_1r,reached_2r,stopped_before_horizon,stop_time,bars_before_stop_or_horizon,current_policy,current_12h_selected,fresh_12h_selected,adx14,ema50_slope_12h,adx_rank,slope_rank,hotness_rank,adx_regime,slope_regime,hotness_regime,current_fresh,current_stale
2025h1,2025-01-02 17:00:00,95.0,83.33333333333334,BULL,22.3,21.981914414340743,0.3180855856592544,2.2000000000000024,False,False,False,False,0.8802662321830089,0.9431423916246628,MIDDLE_0.5-2R,True,False,False,True,2025-01-02 21:15:00,16,True,True,False,53.42624045050501,2.7197879772906663,1.0,1.0,1.0,HIGH,HIGH,HIGH,False,True
2025h1,2025-01-06 02:00:00,100.0,100.0,STRONG_BULL,23.61,23.17707009594546,0.4329299040545393,2.2000000000000037,False,False,False,False,2.702516017125508,0.6467559699103795,RUNNER_>=2R,True,True,True,True,2025-01-07 11:45:00,134,True,True,False,9.465052487216244,0.3980207526155466,0.02127659574468085,0.19148936170212766,0.10638297872340426,LOW,LOW,LOW,False,True
2025h1,2025-01-06 15:00:00,100.0,100.0,STRONG_BULL,24.13,23.446193086902973,0.6838069130970261,2.199999999999999,True,False,True,True,0.9505607322044912,0.9798087547338544,MIDDLE_0.5-2R,True,False,False,True,2025-01-07 04:00:00,51,True,True,True,9.915993270830134,0.8486267509027368,0.0425531914893617,0.5957446808510638,0.3191489361702127,LOW,MID,LOW,True,False
2025h1,2025-01-18 14:00:00,100.0,83.33333333333334,STRONG_BULL,24.75,23.97860807678924,0.7713919232107642,2.200000000000002,True,False,True,True,0.1166722094073696,0.9333776752589568,FALSE_<0.5R,False,False,False,True,2025-01-18 16:15:00,8,True,True,True,25.038031620993483,1.1521192903805932,0.574468085106383,0.7021276595744681,0.6382978723404256,MID,HIGH,MID,True,False
2025h1,2025-01-19 23:00:00,100.0,100.0,BULL,24.76,24.02094747397957,0.7390525260204264,2.199999999999999,False,False,False,False,0.0270616759916829,0.7847886037588233,FALSE_<0.5R,False,False,False,True,2025-01-19 23:30:00,1,True,True,False,26.590512757551082,2.2514768239723537,0.7021276595744681,0.9787234042553191,0.8404255319148937,HIGH,HIGH,HIGH,False,True
2025h1,2025-01-24 04:00:00,100.0,83.33333333333334,BULL,25.23,24.73641250941724,0.4935874905827617,2.200000000000001,False,False,False,False,2.451439761107794,0.8509129749299809,RUNNER_>=2R,True,True,True,True,2025-01-25 09:00:00,115,True,True,False,23.363200492410016,0.23311161044967665,0.44680851063829785,0.1276595744680851,0.28723404255319146,MID,LOW,LOW,False,True
2025h1,2025-01-24 05:00:00,95.0,83.33333333333334,BULL,25.46,24.96695447303029,0.4930455269697056,2.1999999999999984,False,False,False,False,1.987646061861981,0.993823030930994,MIDDLE_0.5-2R,True,True,False,True,2025-01-25 00:30:00,77,True,False,False,22.235261507414688,0.1864008006194906,0.40425531914893614,0.10638297872340426,0.2553191489361702,MID,LOW,LOW,False,False
2025h1,2025-01-24 16:00:00,100.0,66.66666666666666,STRONG_BULL,26.14,25.70228327299362,0.4377167270063822,2.1999999999999984,False,False,False,False,0.2741499069973885,0.9366788489077368,FALSE_<0.5R,False,False,False,True,2025-01-24 20:00:00,15,True,True,False,24.056713905015116,1.345371374576665,0.46808510638297873,0.7872340425531915,0.6276595744680851,MID,HIGH,MID,False,True
2025h1,2025-01-26 17:00:00,100.0,100.0,BULL,25.69,25.255226604531423,0.4347733954685786,2.1999999999999984,False,False,False,False,1.6100341173028117,0.4140087730207228,MIDDLE_0.5-2R,True,True,False,True,2025-01-26 23:30:00,25,True,True,False,13.354832912608732,0.2671792166694553,0.0851063829787234,0.14893617021276595,0.11702127659574468,LOW,LOW,LOW,False,True
2025h1,2025-02-14 22:00:00,100.0,83.33333333333334,BULL,19.52,19.047668754050413,0.4723312459495865,2.2,False,False,False,False,0.3175737393752945,0.8468633050007703,FALSE_<0.5R,False,False,False,True,2025-02-15 11:30:00,53,True,True,False,32.38106244048203,1.3788869376271773,0.851063829787234,0.8085106382978723,0.8297872340425532,HIGH,HIGH,HIGH,False,True
