starting_capital,final_balance,total_profit,roi_percent,completed_trades,winning_trades,losing_trades,win_rate,gross_profit,gross_loss,profit_factor,expectancy_per_trade,maximum_drawdown,total_fees,average_capital_deployed_percent,cash_only_candles,cash_only_percent,maximum_open_positions,partial_profit_events,stop_loss_exits,dynamic_trailing_exits,regime_sleep_exits,strategy_sell_exits,end_of_backtest_exits,daily_profit_locks,daily_loss_stops,weekly_loss_stops,hard_lock_hits
10000.0,9135.65081459,-864.34918541,-8.6435,31,7,24,22.5806,277.920509,1142.26969438,0.2433,-27.88223179,10.1476,174.69206494,12.8715,764,66.9002,2,3,12,6,11,0,0,0,1,0,1
