decision_time,symbol,route,valid,score,failed_checks
2026-05-01 02:00:00,XRPUSDT,ADAPTIVE_BREAKOUT,False,36.0,market_state|trend_structure|breakout|momentum|adx|relative_strength
2026-05-01 02:00:00,LINKUSDT,IGNITION,False,27.0,market_state|base_structure|reclaim|acceleration|adx|volume|relative_strength
2026-05-01 02:00:00,LINKUSDT,ADAPTIVE_BREAKOUT,False,20.0,market_state|trend_structure|breakout|momentum|candle_quality|adx|volume|relative_strength
2026-05-01 02:00:00,DOGEUSDT,IGNITION,False,71.0,market_state|reclaim
2026-05-01 02:00:00,DOGEUSDT,ADAPTIVE_BREAKOUT,False,94.0,market_state
2026-05-01 03:00:00,BTCUSDT,IGNITION,False,51.0,market_state|base_structure|reclaim|volume
2026-05-01 03:00:00,BTCUSDT,ADAPTIVE_BREAKOUT,False,30.0,market_state|trend_structure|breakout|momentum|candle_quality|volume
2026-05-01 03:00:00,ETHUSDT,IGNITION,False,45.0,market_state|base_structure|reclaim|adx|volume
2026-05-01 03:00:00,ETHUSDT,ADAPTIVE_BREAKOUT,False,24.0,market_state|trend_structure|breakout|momentum|candle_quality|adx|volume
2026-05-01 03:00:00,SOLUSDT,IGNITION,False,56.0,market_state|base_structure|reclaim
2026-05-01 03:00:00,SOLUSDT,ADAPTIVE_BREAKOUT,False,36.0,market_state|trend_structure|breakout|momentum|candle_quality
2026-05-01 03:00:00,XRPUSDT,IGNITION,False,27.0,market_state|base_structure|reclaim|acceleration|adx|volume|relative_strength
2026-05-01 03:00:00,XRPUSDT,ADAPTIVE_BREAKOUT,False,16.0,market_state|trend_structure|breakout|momentum|candle_quality|adx|volume|rsi|relative_strength
2026-05-01 03:00:00,LINKUSDT,IGNITION,False,27.0,market_state|base_structure|reclaim|acceleration|adx|volume|relative_strength
2026-05-01 03:00:00,LINKUSDT,ADAPTIVE_BREAKOUT,False,16.0,market_state|trend_structure|breakout|momentum|candle_quality|adx|volume|rsi|relative_strength
2026-05-01 03:00:00,DOGEUSDT,IGNITION,False,67.0,market_state|reclaim
2026-05-01 03:00:00,DOGEUSDT,ADAPTIVE_BREAKOUT,False,61.0,market_state|breakout|candle_quality
2026-05-01 04:00:00,BTCUSDT,IGNITION,True,100.0,
2026-05-01 04:00:00,BTCUSDT,ADAPTIVE_BREAKOUT,False,94.0,trend_structure
2026-05-01 04:00:00,ETHUSDT,IGNITION,False,71.0,base_structure|reclaim
2026-05-01 04:00:00,ETHUSDT,ADAPTIVE_BREAKOUT,False,74.0,trend_structure|momentum|candle_quality
2026-05-01 04:00:00,SOLUSDT,IGNITION,False,56.0,market_state|base_structure|reclaim
2026-05-01 04:00:00,SOLUSDT,ADAPTIVE_BREAKOUT,False,59.0,market_state|trend_structure|momentum|candle_quality
2026-05-01 04:00:00,XRPUSDT,IGNITION,False,70.0,market_state|base_structure|relative_strength
2026-05-01 04:00:00,XRPUSDT,ADAPTIVE_BREAKOUT,False,60.0,market_state|trend_structure|momentum|relative_strength
2026-05-01 04:00:00,LINKUSDT,IGNITION,False,52.0,market_state|base_structure|reclaim|relative_strength
2026-05-01 04:00:00,LINKUSDT,ADAPTIVE_BREAKOUT,False,32.0,market_state|trend_structure|breakout|momentum|candle_quality|relative_strength
2026-05-01 04:00:00,DOGEUSDT,IGNITION,False,71.0,market_state|reclaim
2026-05-01 04:00:00,DOGEUSDT,ADAPTIVE_BREAKOUT,False,61.0,market_state|breakout|candle_quality
2026-05-01 05:00:00,BTCUSDT,IGNITION,False,82.0,reclaim
2026-05-01 05:00:00,BTCUSDT,ADAPTIVE_BREAKOUT,False,76.0,breakout|candle_quality
2026-05-01 05:00:00,ETHUSDT,IGNITION,False,67.0,base_structure|reclaim
2026-05-01 05:00:00,ETHUSDT,ADAPTIVE_BREAKOUT,False,51.0,trend_structure|breakout|momentum|candle_quality
2026-05-01 05:00:00,SOLUSDT,IGNITION,False,52.0,market_state|base_structure|reclaim
2026-05-01 05:00:00,SOLUSDT,ADAPTIVE_BREAKOUT,False,36.0,market_state|trend_structure|breakout|momentum|candle_quality
2026-05-01 05:00:00,XRPUSDT,IGNITION,False,48.0,market_state|base_structure|reclaim|relative_strength
2026-05-01 05:00:00,XRPUSDT,ADAPTIVE_BREAKOUT,False,32.0,market_state|trend_structure|breakout|momentum|candle_quality|relative_strength
2026-05-01 05:00:00,LINKUSDT,IGNITION,False,48.0,market_state|base_structure|reclaim|relative_strength
2026-05-01 05:00:00,LINKUSDT,ADAPTIVE_BREAKOUT,False,32.0,market_state|trend_structure|breakout|momentum|candle_quality|relative_strength
2026-05-01 05:00:00,DOGEUSDT,IGNITION,False,62.0,market_state|reclaim|volume
2026-05-01 05:00:00,DOGEUSDT,ADAPTIVE_BREAKOUT,False,55.0,market_state|breakout|candle_quality|volume
2026-05-01 06:00:00,BTCUSDT,IGNITION,False,77.0,reclaim|volume
2026-05-01 06:00:00,BTCUSDT,ADAPTIVE_BREAKOUT,False,80.0,breakout|volume
2026-05-01 06:00:00,ETHUSDT,IGNITION,False,62.0,base_structure|reclaim|volume
2026-05-01 06:00:00,ETHUSDT,ADAPTIVE_BREAKOUT,False,45.0,trend_structure|breakout|momentum|candle_quality|volume
2026-05-01 06:00:00,SOLUSDT,IGNITION,False,52.0,market_state|base_structure|reclaim
2026-05-01 06:00:00,SOLUSDT,ADAPTIVE_BREAKOUT,False,46.0,market_state|trend_structure|breakout|momentum
2026-05-01 06:00:00,XRPUSDT,IGNITION,False,47.0,market_state|base_structure|reclaim|volume|relative_strength
2026-05-01 06:00:00,XRPUSDT,ADAPTIVE_BREAKOUT,False,26.0,market_state|trend_structure|breakout|momentum|candle_quality|volume|relative_strength
2026-05-01 06:00:00,LINKUSDT,IGNITION,False,43.0,market_state|base_structure|reclaim|volume|relative_strength
2026-05-01 06:00:00,LINKUSDT,ADAPTIVE_BREAKOUT,False,26.0,market_state|trend_structure|breakout|momentum|candle_quality|volume|relative_strength
2026-05-01 06:00:00,DOGEUSDT,IGNITION,False,62.0,market_state|reclaim|volume
2026-05-01 06:00:00,DOGEUSDT,ADAPTIVE_BREAKOUT,False,55.0,market_state|breakout|candle_quality|volume
2026-05-01 07:00:00,BTCUSDT,IGNITION,False,82.0,reclaim
2026-05-01 07:00:00,BTCUSDT,ADAPTIVE_BREAKOUT,False,76.0,breakout|candle_quality
2026-05-01 07:00:00,ETHUSDT,IGNITION,False,67.0,base_structure|reclaim
2026-05-01 07:00:00,ETHUSDT,ADAPTIVE_BREAKOUT,False,51.0,trend_structure|breakout|momentum|candle_quality
2026-05-01 07:00:00,SOLUSDT,IGNITION,False,52.0,market_state|base_structure|reclaim
2026-05-01 07:00:00,SOLUSDT,ADAPTIVE_BREAKOUT,False,30.0,market_state|trend_structure|breakout|momentum|candle_quality|volume
2026-05-01 07:00:00,XRPUSDT,IGNITION,False,37.0,market_state|base_structure|reclaim|adx|volume|relative_strength
2026-05-01 07:00:00,XRPUSDT,ADAPTIVE_BREAKOUT,False,20.0,market_state|trend_structure|breakout|momentum|candle_quality|adx|volume|relative_strength
2026-05-01 07:00:00,LINKUSDT,IGNITION,False,37.0,market_state|base_structure|reclaim|adx|volume|relative_strength
2026-05-01 07:00:00,LINKUSDT,ADAPTIVE_BREAKOUT,False,20.0,market_state|trend_structure|breakout|momentum|candle_quality|adx|volume|relative_strength
2026-05-01 07:00:00,DOGEUSDT,IGNITION,False,62.0,market_state|reclaim|volume
2026-05-01 07:00:00,DOGEUSDT,ADAPTIVE_BREAKOUT,False,55.0,market_state|breakout|candle_quality|volume
2026-05-01 08:00:00,BTCUSDT,IGNITION,False,82.0,reclaim
2026-05-01 08:00:00,BTCUSDT,ADAPTIVE_BREAKOUT,False,86.0,breakout
2026-05-01 08:00:00,ETHUSDT,IGNITION,False,67.0,base_structure|reclaim
2026-05-01 08:00:00,ETHUSDT,ADAPTIVE_BREAKOUT,False,61.0,trend_structure|breakout|momentum
2026-05-01 08:00:00,SOLUSDT,IGNITION,False,52.0,market_state|base_structure|reclaim
2026-05-01 08:00:00,SOLUSDT,ADAPTIVE_BREAKOUT,False,46.0,market_state|trend_structure|breakout|momentum
2026-05-01 08:00:00,XRPUSDT,IGNITION,False,55.0,market_state|base_structure|adx|volume|relative_strength
2026-05-01 08:00:00,XRPUSDT,ADAPTIVE_BREAKOUT,False,30.0,market_state|trend_structure|breakout|momentum|adx|volume|relative_strength
2026-05-01 08:00:00,LINKUSDT,IGNITION,False,55.0,market_state|base_structure|adx|volume|relative_strength
2026-05-01 08:00:00,LINKUSDT,ADAPTIVE_BREAKOUT,False,30.0,market_state|trend_structure|breakout|momentum|adx|volume|relative_strength
2026-05-01 08:00:00,DOGEUSDT,IGNITION,False,67.0,market_state|reclaim
2026-05-01 08:00:00,DOGEUSDT,ADAPTIVE_BREAKOUT,False,61.0,market_state|breakout|candle_quality
2026-05-01 09:00:00,BTCUSDT,IGNITION,False,86.0,reclaim
2026-05-01 09:00:00,BTCUSDT,ADAPTIVE_BREAKOUT,False,86.0,breakout
2026-05-01 09:00:00,ETHUSDT,IGNITION,False,67.0,base_structure|reclaim
2026-05-01 09:00:00,ETHUSDT,ADAPTIVE_BREAKOUT,False,61.0,trend_structure|breakout|momentum
2026-05-01 09:00:00,SOLUSDT,IGNITION,False,56.0,market_state|base_structure|reclaim
2026-05-01 09:00:00,SOLUSDT,ADAPTIVE_BREAKOUT,False,56.0,market_state|trend_structure|breakout
2026-05-01 09:00:00,XRPUSDT,IGNITION,False,70.0,market_state|base_structure|relative_strength
2026-05-01 09:00:00,XRPUSDT,ADAPTIVE_BREAKOUT,False,36.0,market_state|trend_structure|breakout|momentum|volume|relative_strength
2026-05-01 09:00:00,LINKUSDT,IGNITION,False,61.0,market_state|base_structure|volume|relative_strength
2026-05-01 09:00:00,LINKUSDT,ADAPTIVE_BREAKOUT,False,36.0,market_state|trend_structure|breakout|momentum|volume|relative_strength
2026-05-01 09:00:00,DOGEUSDT,IGNITION,False,62.0,market_state|reclaim|volume
2026-05-01 09:00:00,DOGEUSDT,ADAPTIVE_BREAKOUT,False,55.0,market_state|breakout|candle_quality|volume
