symbol,valid_candidates,selected_entries,completed_trades,winning_trades,win_rate,profit
BTCUSDT,0,0,0,0,0.0,0
ETHUSDT,0,0,0,0,0.0,0
SOLUSDT,38,24,24,8,33.3333,-112.39329497
XRPUSDT,0,0,0,0,0.0,0
LINKUSDT,0,0,0,0,0.0,0
DOGEUSDT,0,0,0,0,0.0,0
