window,symbol,trades,losers,median_mfe_r,median_mae_r,pct_reached_0_5r,pct_reached_1r,pct_reached_2r,loser_median_mfe_r,losers_reached_0_5r_pct,losers_reached_1r_pct,losers_reached_2r_pct,winner_median_mfe_r
2021,LINKUSDT,13,10,0.647915171938098,1.0113576388526846,76.92307692307693,30.76923076923077,23.076923076923077,0.5900199492628109,70.0,10.0,0.0,3.7632583899690206
2022,LINKUSDT,23,16,1.0589789053876368,0.9557479193463089,78.26086956521739,52.17391304347826,21.73913043478261,0.6773160750550435,68.75,31.25,0.0,2.7936783674451844
2022,SOLUSDT,8,6,0.8186333882244896,1.0117173565210118,50.0,50.0,25.0,0.4362929062408981,33.33333333333333,33.33333333333333,0.0,5.442170711196979
2023,LINKUSDT,24,22,0.5691451097311815,0.9300464565933393,62.5,25.0,4.166666666666666,0.5581854203625991,59.09090909090909,18.181818181818183,0.0,2.099515066621508
2023,SOLUSDT,4,2,1.308304747841243,0.8293075961866,50.0,50.0,50.0,0.11496991761559784,0.0,0.0,0.0,2.704544429630788
2024,SOLUSDT,34,25,1.0091709214545366,0.9852026938085975,61.76470588235294,50.0,26.47058823529412,0.4655539347363635,48.0,32.0,0.0,4.551348214889892
2024,LINKUSDT,40,29,0.7385440466268199,0.9375622495529079,62.5,42.5,27.500000000000004,0.47393111159136775,48.275862068965516,20.689655172413794,0.0,2.7742257807721327
2025h1,LINKUSDT,16,13,0.9175149381080028,0.9659025677963123,62.5,37.5,12.5,0.6901444052052068,53.84615384615385,23.076923076923077,0.0,2.1682532076022634
2025h1,SOLUSDT,22,16,0.9951328989924559,0.9293060504288115,68.18181818181817,50.0,22.727272727272727,0.5615079515241925,56.25,31.25,0.0,2.912750067904085
