window,decision_time,signal_score,relative_strength,market_state,entry_price,stop_price,risk_per_unit,reward_risk,current_near_high,previous_near_high,fresh_zone,actual_cross,mfe_r,mae_r,mfe_class,reached_0_5r,reached_1r,reached_2r,stopped_before_horizon,stop_time,bars_before_stop_or_horizon,current_policy,current_12h_selected,fresh_12h_selected,adx14,ema50_slope_12h,adx_rank,slope_rank,hotness_rank,adx_regime,slope_regime,hotness_regime,current_fresh,current_stale
2024,2024-01-30 14:00:00,100.0,83.33333333333334,STRONG_BULL,15.099,14.917703205893025,0.1812967941069754,2.2,False,False,False,False,5.300700460444733,0.3309490401942633,RUNNER_>=2R,True,True,True,False,,144,True,True,False,25.48886281937717,1.134497888107422,0.5333333333333333,0.45555555555555555,0.49444444444444446,MID,MID,MID,False,True
2024,2024-01-31 16:00:00,100.0,100.0,BULL,15.708,15.484015043323444,0.2239849566765563,2.2000000000000046,False,False,False,False,0.6964753451066408,0.8616650102921852,MIDDLE_0.5-2R,True,False,False,True,2024-01-31 20:15:00,16,True,True,False,29.59046391786742,1.472299192966675,0.7,0.6444444444444445,0.6722222222222223,HIGH,MID,HIGH,False,True
2024,2024-02-03 11:00:00,95.0,83.33333333333334,BULL,18.042,17.669153741695094,0.3728462583049072,2.200000000000002,False,True,False,False,0.1421497435456487,0.9414067921608612,FALSE_<0.5R,False,False,False,True,2024-02-03 18:15:00,28,True,True,False,32.48966043807059,1.2927166011740487,0.8111111111111111,0.5555555555555556,0.6833333333333333,HIGH,MID,HIGH,False,True
2024,2024-02-04 12:00:00,100.0,100.0,BULL,18.159,17.689715263428756,0.4692847365712431,2.199999999999997,True,False,True,True,3.4840255234932163,0.7522085686807934,RUNNER_>=2R,True,True,True,False,,144,True,True,True,14.996051853222694,0.5391234675508949,0.08888888888888889,0.2777777777777778,0.18333333333333335,LOW,LOW,LOW,True,False
2024,2024-02-10 18:00:00,98.0,83.33333333333334,STRONG_BULL,18.426,18.27229990874607,0.1537000912539277,2.2,True,False,True,False,14.638898270286504,0.1366297171893227,RUNNER_>=2R,True,True,True,False,,144,True,True,True,11.477538240582103,-0.28878795461571016,0.022222222222222223,0.03333333333333333,0.027777777777777776,LOW,LOW,LOW,True,False
2024,2024-02-12 00:00:00,95.0,100.0,STRONG_BULL,20.146,19.932052939056053,0.2139470609439477,2.1999999999999966,False,False,False,False,2.266915927052932,0.2103324056028575,RUNNER_>=2R,True,True,True,True,2024-02-12 02:15:00,8,True,True,False,36.9928055530273,2.2413606199896963,0.9,0.9444444444444444,0.9222222222222223,HIGH,HIGH,HIGH,False,True
2024,2024-02-12 07:00:00,100.0,100.0,BULL,20.235,19.903241502495487,0.3317584975045129,2.2,False,False,False,False,1.8386868899769528,0.8620728697268932,MIDDLE_0.5-2R,True,True,False,True,2024-02-12 14:45:00,30,True,False,False,29.25897019053786,1.497599198310673,0.6888888888888889,0.6888888888888889,0.6888888888888889,HIGH,HIGH,HIGH,False,False
2024,2024-02-14 03:00:00,99.0,100.0,STRONG_BULL,20.131,19.91578315335768,0.2152168466423241,2.2000000000000037,True,False,True,False,0.2044449618441139,0.8828305170541249,FALSE_<0.5R,False,False,False,True,2024-02-14 05:00:00,7,True,True,True,19.9429519824546,-0.4547952741697392,0.28888888888888886,0.022222222222222223,0.15555555555555553,LOW,LOW,LOW,True,False
2024,2024-02-14 08:00:00,95.0,83.33333333333334,STRONG_BULL,20.088,19.899085662149016,0.188914337850985,2.2,False,False,False,False,1.8103443279660816,0.6987293897413049,MIDDLE_0.5-2R,True,True,False,True,2024-02-14 15:15:00,28,True,False,False,17.611524754582874,-0.10635379454387861,0.2,0.07777777777777778,0.1388888888888889,LOW,LOW,LOW,False,False
2024,2024-02-14 09:00:00,98.0,66.66666666666666,STRONG_BULL,20.25,19.942441960766,0.3075580392339994,2.2,True,False,True,True,0.5852553893512448,0.7250663990295955,MIDDLE_0.5-2R,True,False,False,True,2024-02-14 15:15:00,24,True,False,False,16.794703765128506,-0.008496434467863967,0.14444444444444443,0.1111111111111111,0.12777777777777777,LOW,LOW,LOW,False,False
2024,2024-02-16 06:00:00,100.0,66.66666666666666,STRONG_BULL,20.201,19.98313596324242,0.2178640367575788,2.2000000000000037,True,False,True,True,0.5003120369117389,0.8904636253291602,MIDDLE_0.5-2R,True,False,False,True,2024-02-16 07:30:00,5,True,True,True,11.71832991839995,-0.18591375556791245,0.03333333333333333,0.06666666666666667,0.05,LOW,LOW,LOW,True,False
2024,2024-02-18 10:00:00,100.0,100.0,STRONG_BULL,20.069,19.79609501144152,0.2729049885584835,2.199999999999997,False,False,False,False,1.113940795314025,0.8720983858050515,MIDDLE_0.5-2R,True,True,False,True,2024-02-19 10:30:00,97,True,True,False,12.21635171924423,0.42395644799586574,0.044444444444444446,0.2,0.12222222222222223,LOW,LOW,LOW,False,True
2024,2024-03-01 23:00:00,98.0,66.66666666666666,STRONG_BULL,19.966,19.67536593051638,0.2906340694836196,2.2,True,False,True,False,5.931857896299272,0.0344075284008132,RUNNER_>=2R,True,True,True,True,2024-03-03 07:30:00,129,True,True,True,8.361987646521703,0.48008099840881613,0.011111111111111112,0.23333333333333334,0.12222222222222222,LOW,LOW,LOW,True,False
2024,2024-03-10 22:00:00,100.0,83.33333333333334,STRONG_BULL,20.174,19.832910772722293,0.3410892272777062,2.200000000000004,True,False,True,True,7.898226576961378,0.3518141014236725,RUNNER_>=2R,True,True,True,False,,144,True,True,True,23.480372112108906,-0.22177015088312713,0.4222222222222222,0.044444444444444446,0.23333333333333334,MID,LOW,LOW,True,False
2024,2024-03-11 21:00:00,95.0,83.33333333333334,STRONG_BULL,21.247,20.890916544760632,0.3560834552393679,2.199999999999998,False,False,False,False,0.6009827102361234,0.7442075617410002,MIDDLE_0.5-2R,True,False,False,True,2024-03-12 04:00:00,27,True,True,False,33.541389528298396,1.5768920850197432,0.8333333333333334,0.7444444444444445,0.788888888888889,HIGH,HIGH,HIGH,False,True
2024,2024-03-13 07:00:00,95.0,100.0,STRONG_BULL,20.828,20.578754595407474,0.2492454045925249,2.200000000000003,False,False,False,False,0.5295985304756154,0.706131373967473,MIDDLE_0.5-2R,True,False,False,True,2024-03-13 12:45:00,22,True,True,False,26.639315625925228,-0.02780764475792674,0.5777777777777777,0.1,0.33888888888888885,MID,LOW,MID,False,True
2024,2024-03-13 11:00:00,100.0,83.33333333333334,STRONG_BULL,20.872,20.63109085410301,0.2409091458969889,2.200000000000003,False,False,False,False,0.0249056546926026,0.9132073387287226,FALSE_<0.5R,False,False,False,True,2024-03-13 12:45:00,6,True,False,False,20.48108525005395,0.1813174023767905,0.3,0.13333333333333333,0.21666666666666667,LOW,LOW,LOW,False,False
2024,2024-03-26 15:00:00,95.0,100.0,STRONG_BULL,20.309,19.7569280538112,0.5520719461888,2.200000000000001,False,False,False,False,0.0126795068076217,0.909301773918297,FALSE_<0.5R,False,False,False,True,2024-03-26 16:45:00,6,True,True,False,44.309683433314866,2.6000858410738292,0.9666666666666667,0.9666666666666667,0.9666666666666667,HIGH,HIGH,HIGH,False,True
2024,2024-03-27 00:00:00,95.0,83.33333333333334,STRONG_BULL,20.007,19.752178374114653,0.2548216258853486,2.2,False,False,False,False,0.7024521540433762,0.8358788201745311,MIDDLE_0.5-2R,True,False,False,True,2024-03-27 05:00:00,19,True,False,False,25.582247516112474,1.4951404800201962,0.5555555555555556,0.6777777777777778,0.6166666666666667,MID,HIGH,MID,False,False
2024,2024-03-27 01:00:00,100.0,83.33333333333334,STRONG_BULL,20.104,19.76952956508699,0.3344704349130083,2.199999999999996,False,False,False,False,0.2451636720038587,0.9268382722096976,FALSE_<0.5R,False,False,False,True,2024-03-27 05:00:00,15,True,False,False,24.21447753904009,1.3688248321932717,0.4777777777777778,0.6,0.5388888888888889,MID,MID,MID,False,False
2024,2024-03-27 03:00:00,95.0,83.33333333333334,STRONG_BULL,20.077,19.799299196979774,0.2777008030202239,2.200000000000005,False,False,False,False,0.0180049893468794,0.9974764098173248,FALSE_<0.5R,False,False,False,True,2024-03-27 04:45:00,6,True,True,False,22.03235055821762,1.1538979688460183,0.36666666666666664,0.4666666666666667,0.41666666666666663,MID,MID,MID,False,True
