route,score_bucket,trades,winners,losers,win_rate,net_profit,gross_profit,gross_loss,profit_factor,expectancy,total_fees,pre_fee_profit,fees_as_percent_of_absolute_net,average_hold_hours,median_hold_hours,partial_profit_trades,stop_loss_exits,longest_losing_streak,edge_label
ADAPTIVE_BREAKOUT,99-100,29,9,20,31.03448275862069,-20.369803529999974,344.42233027,364.7921338,0.9441605187101761,-0.7024070182758612,130.49144622,110.12164269000003,640.6121984820153,9.431034482758621,6.5,8,28,6,REJECT
IGNITION,90-94,4,1,3,25.0,123.48830810999999,200.95979291,77.4714848,2.5939840113920214,30.872077027499998,28.67123376,152.15954187,23.217771948466936,9.625,4.625,1,4,2,INSUFFICIENT_SAMPLE
IGNITION,95-98,12,2,10,16.666666666666664,-32.65290731999999,146.71628126000002,179.36918857999996,0.8179569881622311,-2.7210756099999993,59.60819438,26.95528706000001,182.55095571073338,7.270833333333333,3.375,2,12,5,REJECT
IGNITION,99-100,19,4,15,21.052631578947366,-225.49401803000003,53.04142786,278.53544589,0.19042972319202514,-11.868106212105266,103.1859709,-122.30804713000003,45.759959311325055,8.276315789473685,2.75,2,17,7,REJECT
IGNITION,<90,3,0,3,0.0,-37.42206857,0.0,37.42206857,0.0,-12.474022856666666,10.963099629999999,-26.458968940000002,29.29581407156296,5.75,6.25,0,3,3,INSUFFICIENT_SAMPLE
PULLBACK,99-100,15,5,10,33.33333333333333,-26.02958728000001,168.99158348,195.02117076000002,0.8665294276587389,-1.7353058186666672,59.982893280000006,33.953306,230.4411999881697,6.666666666666667,2.5,4,14,3,REJECT
