symbol,valid_candidates,selected_entries,completed_trades,winning_trades,win_rate,profit
BTCUSDT,0,0,0,0,0.0,0
ETHUSDT,37,16,16,5,31.25,-187.5510723
SOLUSDT,64,34,34,9,26.4706,-109.12585304
XRPUSDT,0,0,0,0,0.0,0
LINKUSDT,66,40,40,11,27.5,-28.70009896
DOGEUSDT,0,0,0,0,0.0,0
