window,symbol,route,entry_time,exit_time,exit_reason,profit,realized_r,strict_mfe_r,strict_mae_r,strict_mfe_percent,strict_mae_percent,reached_0_5r,reached_1r,reached_2r,partial_profit_taken,bars_before_exit
2024,LINKUSDT,IGNITION,2024-05-19 14:00:00,2024-05-19 17:00:00,STOP LOSS,-1.43603559,-0.04862514218949301,1.2049531967646598,0.3796223583610878,2.4823803276075593,0.7820777411486513,True,True,False,False,12
2024,SOLUSDT,ADAPTIVE_BREAKOUT,2024-05-20 17:00:00,2024-05-21 07:15:00,STOP LOSS,16.61917252,0.5628185965305714,3.640740976697786,0.21580791490239856,4.968087511898444,0.2944874721540638,True,True,True,True,57
2024,LINKUSDT,IGNITION,2024-05-23 12:00:00,2024-05-23 13:00:00,MARKET SEVERE SHOCK,-43.03784413,-1.5250697562767144,0.5209251421422528,2.260130308130474,0.5964083826350326,2.5876283415178616,True,False,False,False,4
2024,LINKUSDT,IGNITION,2024-05-24 18:00:00,2024-05-25 13:30:00,STOP LOSS,-22.00651189,-0.9963598656139473,0.35245083882779754,0.9313149458342717,0.905108118287158,2.3916547367578063,False,False,False,False,78
2024,SOLUSDT,ADAPTIVE_BREAKOUT,2024-05-29 04:00:00,2024-05-29 08:15:00,STOP LOSS,-22.97841054,-1.0427007843236564,0.5226286713048326,1.52055004134236,0.8663060404813637,2.520454307224101,True,False,False,False,17
2024,SOLUSDT,ADAPTIVE_BREAKOUT,2024-06-05 16:00:00,2024-06-05 18:45:00,STOP LOSS,-29.26056062,-1.261806648862935,0.4655539347363635,1.1734022311941863,0.4419388108395112,1.1138816536564078,False,False,False,False,11
2024,SOLUSDT,ADAPTIVE_BREAKOUT,2024-07-14 01:00:00,2024-07-16 07:00:00,MARKET SEVERE SHOCK,74.02941365,3.377276028641327,6.838197948289104,0.8178684979666441,10.50992342487235,1.2570176163729543,True,True,True,True,216
2024,SOLUSDT,ADAPTIVE_BREAKOUT,2024-07-19 04:00:00,2024-07-19 07:45:00,STOP LOSS,-1.42283246,-0.06442113021036633,1.4691294871224727,0.5007879669816445,2.2844978894635783,0.7787258125756689,True,True,False,False,15
2024,SOLUSDT,ADAPTIVE_BREAKOUT,2024-07-21 15:00:00,2024-07-21 18:00:00,MARKET SEVERE SHOCK,-14.39292937,-0.6107870633525722,1.8855640416573922,0.9969167442609259,1.8108425532105528,0.9574107389791977,True,True,False,False,12
2024,LINKUSDT,IGNITION,2024-07-22 03:00:00,2024-07-22 05:45:00,STOP LOSS,-34.48474708,-1.1729059325264382,0.0,1.210446125644835,0.0,1.7347568507099052,False,False,False,False,11
2024,SOLUSDT,ADAPTIVE_BREAKOUT,2024-07-26 09:00:00,2024-07-27 15:30:00,STOP LOSS,37.35378972,1.6999666303407155,4.243796670370284,0.32862827993876975,5.643664866410664,0.43703033431089844,True,True,True,True,122
2024,SOLUSDT,ADAPTIVE_BREAKOUT,2024-07-29 01:00:00,2024-07-29 14:15:00,STOP LOSS,18.53465953,0.6302220977739333,2.0680688106125023,0.3731741964102672,3.07445958041712,0.5547731184912587,True,True,True,True,53
2024,LINKUSDT,IGNITION,2024-08-20 14:00:00,2024-08-20 14:15:00,STOP LOSS,-28.29986444,-1.2859263345392804,0.15787692073349965,1.33757429054458,0.14150013116047355,1.1988258744191176,False,False,False,False,1
2024,LINKUSDT,IGNITION,2024-08-23 13:00:00,2024-08-23 15:00:00,MARKET SEVERE SHOCK,-13.89188372,-0.6304370347394098,0.7278232020434569,1.1401377091075016,1.2347296788623767,1.9342085598160648,True,False,False,False,8
2024,SOLUSDT,ADAPTIVE_BREAKOUT,2024-08-24 09:00:00,2024-08-24 22:00:00,STOP LOSS,28.79702668,1.2622233737571726,4.551348214889892,0.4940841135793824,4.247086019357788,0.46105409476355486,True,True,True,True,52
2024,LINKUSDT,IGNITION,2024-08-25 14:00:00,2024-08-26 01:15:00,STOP LOSS,-33.97430254,-1.2182799324762854,0.8205040430534911,1.1965383806074081,0.9331399873833657,1.3607950123299017,True,False,False,False,45
