symbol,feature,window,bucket,trades,false_rate_pct,runner_rate_pct,median_mfe_r,avg_realized_r,net_pnl
SOLUSDT,momentum_72h,2025h1,HIGH,8,37.5,0.0,0.9951328989924562,-0.6075541887943244,-128.22927726999998
SOLUSDT,ema50_distance_atr,2022,LOW,2,50.0,50.0,3.899160950156074,1.2961040124106296,47.06136826
SOLUSDT,ema50_distance_atr,2022,MID,3,33.33333333333333,33.33333333333333,1.640360835227858,-0.9763435859643659,-64.00788113
SOLUSDT,ema50_distance_atr,2022,HIGH,3,66.66666666666666,0.0,0.4345569221586881,-0.8430524847321929,-56.47677558
SOLUSDT,ema50_distance_atr,2024,LOW,11,27.27272727272727,27.27272727272727,1.3023228723148434,-0.06095377394424919,-28.68088691
SOLUSDT,ema50_distance_atr,2024,MID,11,45.45454545454545,18.181818181818183,0.6677738488960842,-0.48135647568130274,-145.00872202
SOLUSDT,ema50_distance_atr,2024,HIGH,12,41.66666666666667,33.33333333333333,1.0091709214545366,0.24482229926209417,64.56375588999997
SOLUSDT,ema50_distance_atr,2025h1,LOW,7,14.285714285714285,57.14285714285714,2.096920972233543,1.1677936153046358,208.11830379
SOLUSDT,ema50_distance_atr,2025h1,MID,7,42.857142857142854,0.0,0.5415841120998349,-1.04219583567644,-176.86218254
SOLUSDT,ema50_distance_atr,2025h1,HIGH,8,37.5,12.5,0.9951328989924562,-0.479773386820885,-107.93821079
SOLUSDT,volume_ratio,2022,LOW,2,50.0,0.0,1.037458878693273,-1.9428601611183538,-85.08295199
SOLUSDT,volume_ratio,2022,MID,3,33.33333333333333,66.66666666666666,3.225073222594383,1.1414043729225478,74.82362271
SOLUSDT,volume_ratio,2022,HIGH,3,66.66666666666666,0.0,0.1710605899583884,-0.8014909945997842,-63.16395917
SOLUSDT,volume_ratio,2024,LOW,11,45.45454545454545,27.27272727272727,0.6677738488960842,-0.11161698645687598,-76.98693728
SOLUSDT,volume_ratio,2024,MID,11,27.27272727272727,18.181818181818183,0.9626352623276572,-0.1407771258210345,-16.690133050000007
SOLUSDT,volume_ratio,2024,HIGH,12,41.66666666666667,33.33333333333333,1.4274160764041102,-0.020934159973243955,-15.44878271000001
SOLUSDT,volume_ratio,2025h1,LOW,7,14.285714285714285,42.857142857142854,1.976772363330384,0.5351013490854507,106.86486994
SOLUSDT,volume_ratio,2025h1,MID,7,42.857142857142854,28.57142857142857,0.8252171924933077,0.06531557007180143,-7.12854381999999
SOLUSDT,volume_ratio,2025h1,HIGH,8,37.5,0.0,0.5615079515241925,-0.8952401339088092,-176.41841566
SOLUSDT,rsi14,2022,LOW,2,50.0,50.0,3.899160950156074,1.2961040124106296,47.06136826
SOLUSDT,rsi14,2022,MID,3,0.0,33.33333333333333,1.640360835227858,-0.609156064425998,-40.4191057
SOLUSDT,rsi14,2022,HIGH,3,100.0,0.0,0.4345569221586881,-1.210240006270561,-80.06555101000001
SOLUSDT,rsi14,2024,LOW,11,27.27272727272727,18.181818181818183,0.6677738488960842,-0.3777742204322625,-112.39066262
SOLUSDT,rsi14,2024,MID,11,45.45454545454545,27.27272727272727,0.9626352623276572,-0.08890509076692338,-42.70046313000001
SOLUSDT,rsi14,2024,HIGH,12,41.66666666666667,33.33333333333333,1.1257629518567476,0.1754939390379252,45.96527270999999
SOLUSDT,rsi14,2025h1,LOW,7,28.57142857142857,28.57142857142857,1.3654458557871547,0.834878018438599,145.57469115
SOLUSDT,rsi14,2025h1,MID,7,28.57142857142857,28.57142857142857,0.6863094059905087,-0.5569462825760796,-92.32647429
SOLUSDT,rsi14,2025h1,HIGH,8,37.5,12.5,0.6834006522965713,-0.6130655985259181,-129.9303064
SOLUSDT,candle_range_atr,2022,LOW,2,100.0,0.0,0.30280875605853824,-1.2288665801242793,-54.34896669
SOLUSDT,candle_range_atr,2022,MID,3,33.33333333333333,33.33333333333333,1.1992378861258712,0.8323116493128211,53.68578439
SOLUSDT,candle_range_atr,2022,HIGH,3,33.33333333333333,33.33333333333333,1.640360835227858,-0.968393991652774,-72.76010615
SOLUSDT,candle_range_atr,2024,LOW,11,27.27272727272727,36.36363636363637,1.5110342555395888,0.38435809986743547,83.56530106999999
SOLUSDT,candle_range_atr,2024,MID,11,45.45454545454545,18.181818181818183,0.5226286713048326,-0.4639191396289062,-137.48931441000002
SOLUSDT,candle_range_atr,2024,HIGH,12,41.66666666666667,25.0,0.9947390031769365,-0.179364476446647,-55.2018397
SOLUSDT,candle_range_atr,2025h1,LOW,7,14.285714285714285,42.857142857142854,1.976772363330384,0.5325601974854383,108.91032449000001
SOLUSDT,candle_range_atr,2025h1,MID,7,28.57142857142857,14.285714285714285,0.6863094059905087,-0.7528815963610189,-138.32655561
SOLUSDT,candle_range_atr,2025h1,HIGH,8,50.0,12.5,0.4269908406488439,-0.17709410563008027,-47.26585842
