window,symbol,route,entry_time,strict_mfe_r,strict_mae_r,realized_r,profit,mfe_class,setup_score,entry_reward_risk,account_risk_percent,relative_strength_pct,momentum_24h,momentum_72h,ema50_slope_12h,rsi14,adx14,atr_percent,volume_ratio,ema20_distance_atr,ema50_distance_atr,ema200_distance_atr,recent_high_72h_distance_atr,candle_range_atr,candle_body_atr,upper_wick_atr,lower_wick_atr,close_location,trend_stable_6,trend_stable_4_of_6,market_state,market_score,btc_score,eth_score,breadth_score,market_risk_multiplier,asset_shock_level,asset_shock_score
2022,LINKUSDT,IGNITION,2022-02-06 01:00:00,1.156357226235991,0.3799728315392588,-0.0687514890059673,-1.54690852,MIDDLE_0.5-2R,95.0,2.0902,0.225,83.33333333333334,1.5927189988623525,13.037974683544284,1.6817529740914994,57.707920722203426,32.18496252626095,1.373278180578814,0.5010976879232708,0.37512862267045677,1.9989892355428438,3.863838891607152,-1.8755034066364382,0.7338926373794733,0.44848994506523204,0.12231543956325037,0.16308725275099084,0.8333333333333267,1,1,BULL,79.63527777777779,74.05,91.5,88.88888888888889,0.75,NORMAL,0.0
2022,SOLUSDT,ADAPTIVE_BREAKOUT,2022-02-16 20:00:00,0.1390537005125738,1.021817483025696,-1.1491380756283478,-34.46880934,FALSE_<0.5R,100.0,2.2778,0.3,66.66666666666666,1.6240157480315043,11.924119241192411,0.14372907308550786,58.09503972094192,25.070437103325155,1.600580943950059,2.8531104134322276,1.1722438234697636,1.5413058306235112,0.7721118106837873,-1.5248700637896917,2.6745736833136706,1.9121386514188208,0.2722982256767328,0.49013680621811734,0.8981900452488681,0,0,STRONG_BULL,86.7088888888889,82.0,96.8,94.44444444444444,1.0,NORMAL,0.0
2022,LINKUSDT,IGNITION,2022-03-01 23:00:00,0.4036072646668848,1.2456541960510104,-1.1245418544236576,-33.61475241,FALSE_<0.5R,95.0,2.1194,0.3,66.66666666666666,2.550335570469797,3.9455782312925125,1.9257234580994265,57.35468300396103,30.578746768027752,1.816950166548518,0.36736015695298824,0.5461414667523141,1.7385768899447527,2.963795574476432,-1.6208623836969926,0.9364982661360373,0.43222996898586086,0.2881533126572427,0.21611498449293362,0.6923076923076917,1,1,STRONG_BULL,82.46138888888889,77.15,89.5,94.44444444444444,1.0,NORMAL,0.0
2022,SOLUSDT,ADAPTIVE_BREAKOUT,2022-03-17 13:00:00,1.1992378861258712,0.6968848615312498,-0.0714242939480199,-2.12780889,MIDDLE_0.5-2R,100.0,2.2518,0.3,100.0,7.113772455089817,10.77532821402032,2.089755877185806,67.30027338988221,34.96562842916198,1.3422048343811646,2.0286880952651267,2.052225267770468,3.638506423464095,4.757098646505888,0.19992202976355383,1.6077063226819404,1.4744249695062377,0.01666016914695986,0.1166211840287427,0.9896373056994839,1,1,STRONG_BULL,80.6925,73.85,84.6,100.0,1.0,NORMAL,10.0
2022,LINKUSDT,IGNITION,2022-03-18 09:00:00,2.89156861415409,0.3461514076005572,1.3446666251220778,30.03789441,RUNNER_>=2R,100.0,2.117,0.225,83.33333333333334,0.20618556701030855,12.586872586872587,0.3214237295268596,57.32636719453971,19.54465823166257,1.2197964932647318,1.672938568333411,0.8893738058274046,1.5831836894364522,4.407552220973162,-1.9679911445064313,1.9679911445064313,0.8996530946315131,0.6747398209736298,0.39359822890128826,0.657142857142859,1,1,BULL,70.07194444444445,64.65,90.7,72.22222222222221,0.75,NORMAL,0.0
2022,LINKUSDT,IGNITION,2022-03-23 15:00:00,1.420025551707521,0.4211831649908218,0.2432031345988954,5.44924085,MIDDLE_0.5-2R,100.0,2.1331,0.225,83.33333333333334,0.3841229193341844,6.884798909338796,0.25012946918536727,63.09242007602162,15.812683993617682,1.146483874489752,2.125405314060763,1.3910331575562374,1.9192405048135386,5.071034624328298,-1.0012868119792544,1.7244383984087115,1.3350490826390091,0.11125409021991495,0.27813522554978737,0.935483870967743,1,1,BULL,75.55055555555556,73.1,83.2,77.77777777777779,0.75,NORMAL,0.0
2022,LINKUSDT,IGNITION,2022-03-27 00:00:00,1.0589789053876368,0.35711703734842,-0.1182486283670945,-2.49528948,MIDDLE_0.5-2R,100.0,2.0112,0.2118,66.66666666666666,1.5394483643361045,0.0,-0.27933732365108543,54.24790244523591,14.18820283311679,0.8861984692074717,1.1019038929868699,0.5322498858563832,0.24417909945411465,3.198213274571803,-4.490850928121948,1.2831002651776957,0.712833480654274,0.4277000883925695,0.14256669613085227,0.6666666666666634,0,0,STRONG_BULL,89.61777777777777,88.6,95.0,88.88888888888889,1.0,NORMAL,0.0
2022,LINKUSDT,IGNITION,2022-03-31 01:00:00,2.212212037639841,0.9557479193463088,0.0520573588728506,1.55566651,RUNNER_>=2R,100.0,2.1112,0.3,83.33333333333334,2.7235050325636445,3.458556946929048,0.4957490178314705,54.90824974556628,9.24766131550216,1.501897395509968,0.7965520474599517,0.5159754752878404,0.9946652240713939,3.847690613130979,-0.8826491203385102,1.112905412600742,0.5372646819451896,0.3837604871036971,0.19188024355185537,0.6551724137931098,1,1,STRONG_BULL,81.52555555555556,81.0,88.8,77.77777777777779,1.0,NORMAL,0.0
2022,LINKUSDT,IGNITION,2022-04-03 05:00:00,1.4132989910069649,0.2489464386240499,0.4768550360896641,10.68931387,MIDDLE_0.5-2R,99.0,2.0481,0.225,100.0,1.5508328546812056,2.314814814814814,0.3876341444475351,55.953767673351834,17.20772470828312,1.4730503156419188,0.6902680994515558,0.8022159272789839,1.2152229616259669,3.1873701674648207,-1.4206983690733659,0.9215340772367829,0.7679450643639767,0.038397253218204974,0.11519175965460128,0.9583333333333272,1,1,BULL,66.44861111111112,64.55,89.2,55.55555555555556,0.75,NORMAL,0.0
2022,SOLUSDT,ADAPTIVE_BREAKOUT,2022-04-20 12:00:00,0.1710605899583884,2.051246660320347,-1.1839106142229852,-26.56734094,FALSE_<0.5R,100.0,2.2511,0.225,100.0,7.895251123705305,7.789925810230391,1.86973874076386,70.61125308844055,38.6954363475049,1.289827941682331,1.7392148558411886,2.0039269255647034,3.628119221786165,4.022326885906774,0.29489660089936887,1.1304369701142423,0.3089392961802883,0.33702468674213726,0.4844729871918167,0.7018633540372645,0,1,BULL,65.86,54.4,70.0,100.0,0.75,NORMAL,10.0
