starting_capital,final_balance,total_profit,roi_percent,completed_trades,winning_trades,losing_trades,win_rate,gross_profit,gross_loss,profit_factor,expectancy_per_trade,maximum_drawdown,total_fees,average_capital_deployed_percent,cash_only_candles,cash_only_percent,maximum_open_positions,partial_profit_events,stop_loss_exits,dynamic_trailing_exits,regime_sleep_exits,strategy_sell_exits,end_of_backtest_exits,daily_profit_locks,daily_loss_stops,weekly_loss_stops,hard_lock_hits
10000.0,9275.70901586,-724.29098414,-7.2429,36,9,27,25.0,522.50206399,1246.79304813,0.4191,-20.119194,8.9905,182.01285074,11.6498,1279,69.1725,2,3,18,9,6,1,2,0,0,0,0
