starting_capital,final_balance,total_profit,roi_percent,completed_trades,winning_trades,losing_trades,win_rate,gross_profit,gross_loss,profit_factor,expectancy_per_trade,maximum_drawdown,total_fees,btc_buy_hold_return_percent,equal_weight_return_percent,partial_profit_events,asset_shock_reductions,market_shock_reductions,warning_stop_tightens,daily_profit_locks,daily_loss_stops,weekly_loss_stops,hard_lock_hits,skipped_gap_entries,skipped_risk_entries,skipped_correlation_entries,skipped_small_entries
10000.0,9781.51992338,-218.48007662,-2.1848,82,21,61,25.6098,914.13141578,1132.6114924,0.8071,-2.66439118,5.0594,392.90283819,-34.6784,-46.2531,17,0,2,15,0,0,0,1,0,0,5,0
