decision_time,state,score,btc_score,eth_score,breadth_score,new_entries_allowed,altcoins_allowed,risk_multiplier,reasons
2026-05-01 14:00:00,BULL,74.37277777777777,72.89999999999999,61.400000000000006,88.88888888888889,True,True,0.75,BTC composite 72.9 | ETH confirmation 61.4 | breadth 88.9
2026-05-01 15:00:00,BULL,74.22166666666666,74.1,62.6,83.33333333333334,True,True,0.75,BTC composite 74.1 | ETH confirmation 62.6 | breadth 83.3
2026-05-01 16:00:00,STRONG_BULL,81.62166666666667,85.3,63.400000000000006,83.33333333333334,True,True,1.0,BTC composite 85.3 | ETH confirmation 63.4 | breadth 83.3
2026-05-01 17:00:00,STRONG_BULL,81.62166666666667,85.3,63.400000000000006,83.33333333333334,True,True,1.0,BTC composite 85.3 | ETH confirmation 63.4 | breadth 83.3
2026-05-01 18:00:00,STRONG_BULL,82.27166666666668,86.3,63.400000000000006,83.33333333333334,True,True,1.0,BTC composite 86.3 | ETH confirmation 63.4 | breadth 83.3
2026-05-01 19:00:00,STRONG_BULL,82.27166666666668,86.3,63.400000000000006,83.33333333333334,True,True,1.0,BTC composite 86.3 | ETH confirmation 63.4 | breadth 83.3
2026-05-01 20:00:00,STRONG_BULL,83.39666666666668,86.3,70.9,83.33333333333334,True,True,1.0,BTC composite 86.3 | ETH confirmation 70.9 | breadth 83.3
2026-05-01 21:00:00,STRONG_BULL,80.57444444444444,86.3,66.9,72.22222222222221,True,True,1.0,BTC composite 86.3 | ETH confirmation 66.9 | breadth 72.2
2026-05-01 22:00:00,BULL,79.67444444444445,86.3,60.9,72.22222222222221,True,True,0.75,BTC composite 86.3 | ETH confirmation 60.9 | breadth 72.2
2026-05-01 23:00:00,BULL,78.44333333333333,86.3,60.1,66.66666666666666,True,True,0.75,BTC composite 86.3 | ETH confirmation 60.1 | breadth 66.7
2026-05-02 00:00:00,STRONG_BULL,80.37333333333333,88.3,64.3,66.66666666666666,True,True,1.0,BTC composite 88.3 | ETH confirmation 64.3 | breadth 66.7
2026-05-02 01:00:00,STRONG_BULL,80.37333333333333,88.3,64.3,66.66666666666666,True,True,1.0,BTC composite 88.3 | ETH confirmation 64.3 | breadth 66.7
2026-05-02 02:00:00,BULL,79.26222222222223,88.3,64.3,61.111111111111114,True,True,0.75,BTC composite 88.3 | ETH confirmation 64.3 | breadth 61.1
2026-05-02 03:00:00,STRONG_BULL,82.08444444444444,88.3,68.3,72.22222222222221,True,True,1.0,BTC composite 88.3 | ETH confirmation 68.3 | breadth 72.2
2026-05-02 04:00:00,BULL,79.86222222222223,88.3,68.3,61.111111111111114,True,True,0.75,BTC composite 88.3 | ETH confirmation 68.3 | breadth 61.1
2026-05-02 05:00:00,BULL,79.86222222222223,88.3,68.3,61.111111111111114,True,True,0.75,BTC composite 88.3 | ETH confirmation 68.3 | breadth 61.1
2026-05-02 06:00:00,STRONG_BULL,80.67222222222223,88.3,73.7,61.111111111111114,True,True,1.0,BTC composite 88.3 | ETH confirmation 73.7 | breadth 61.1
2026-05-02 07:00:00,STRONG_BULL,80.67222222222223,88.3,73.7,61.111111111111114,True,True,1.0,BTC composite 88.3 | ETH confirmation 73.7 | breadth 61.1
2026-05-02 08:00:00,STRONG_BULL,80.67222222222223,88.3,73.7,61.111111111111114,True,True,1.0,BTC composite 88.3 | ETH confirmation 73.7 | breadth 61.1
2026-05-02 09:00:00,STRONG_BULL,80.67222222222223,88.3,73.7,61.111111111111114,True,True,1.0,BTC composite 88.3 | ETH confirmation 73.7 | breadth 61.1
2026-05-02 10:00:00,STRONG_BULL,82.89444444444445,88.3,73.7,72.22222222222221,True,True,1.0,BTC composite 88.3 | ETH confirmation 73.7 | breadth 72.2
2026-05-02 11:00:00,STRONG_BULL,80.67222222222223,88.3,73.7,61.111111111111114,True,True,1.0,BTC composite 88.3 | ETH confirmation 73.7 | breadth 61.1
2026-05-02 12:00:00,STRONG_BULL,82.03722222222223,90.39999999999999,73.7,61.111111111111114,True,True,1.0,BTC composite 90.4 | ETH confirmation 73.7 | breadth 61.1
2026-05-02 13:00:00,STRONG_BULL,82.03722222222223,90.39999999999999,73.7,61.111111111111114,True,True,1.0,BTC composite 90.4 | ETH confirmation 73.7 | breadth 61.1
2026-05-02 14:00:00,BULL,75.02888888888887,85.89999999999999,68.7,44.44444444444444,True,True,0.75,BTC composite 85.9 | ETH confirmation 68.7 | breadth 44.4
2026-05-02 15:00:00,BULL,77.44,87.89999999999999,68.7,50.0,True,True,0.75,BTC composite 87.9 | ETH confirmation 68.7 | breadth 50.0
2026-05-02 16:00:00,STRONG_BULL,80.92611111111111,90.39999999999999,73.7,55.55555555555556,True,True,1.0,BTC composite 90.4 | ETH confirmation 73.7 | breadth 55.6
2026-05-02 17:00:00,STRONG_BULL,84.25944444444444,90.39999999999999,73.7,72.22222222222221,True,True,1.0,BTC composite 90.4 | ETH confirmation 73.7 | breadth 72.2
2026-05-02 18:00:00,BULL,75.02888888888887,85.89999999999999,68.7,44.44444444444444,True,True,0.75,BTC composite 85.9 | ETH confirmation 68.7 | breadth 44.4
2026-05-02 19:00:00,BULL,79.96222222222222,87.89999999999999,70.7,61.111111111111114,True,True,0.75,BTC composite 87.9 | ETH confirmation 70.7 | breadth 61.1
2026-05-02 20:00:00,STRONG_BULL,84.25944444444444,90.39999999999999,73.7,72.22222222222221,True,True,1.0,BTC composite 90.4 | ETH confirmation 73.7 | breadth 72.2
2026-05-02 21:00:00,STRONG_BULL,84.85055555555554,89.6,73.7,77.77777777777779,True,True,1.0,BTC composite 89.6 | ETH confirmation 73.7 | breadth 77.8
2026-05-02 22:00:00,STRONG_BULL,86.40555555555555,90.39999999999999,80.6,77.77777777777779,True,True,1.0,BTC composite 90.4 | ETH confirmation 80.6 | breadth 77.8
2026-05-02 23:00:00,STRONG_BULL,89.85888888888888,90.39999999999999,81.4,94.44444444444444,True,True,1.0,BTC composite 90.4 | ETH confirmation 81.4 | breadth 94.4
