window,decision_time,signal_score,relative_strength,market_state,entry_price,stop_price,risk_per_unit,reward_risk,current_near_high,previous_near_high,fresh_zone,actual_cross,mfe_r,mae_r,mfe_class,reached_0_5r,reached_1r,reached_2r,stopped_before_horizon,stop_time,bars_before_stop_or_horizon,current_policy,current_12h_selected,fresh_12h_selected,adx14,ema50_slope_12h,adx_rank,slope_rank,hotness_rank,adx_regime,slope_regime,hotness_regime,current_fresh,current_stale,causal_history_count,causal_adx_rank,causal_slope_rank,causal_hotness_rank,v3jc_stale_hot_reject,v3jc_gate_keep,v3jc_12h_selected
2021,2021-04-01 19:00:00,100.0,83.33333333333334,STRONG_BULL,30.269,29.54097630918053,0.7280236908194695,2.199999999999999,False,False,False,False,0.5887171055073321,0.5343232712140696,MIDDLE_0.5-2R,True,False,False,True,2021-04-02 00:30:00,21,True,True,False,34.803128661647975,2.773796056253919,0.9245283018867924,0.9433962264150944,0.9339622641509434,HIGH,HIGH,HIGH,False,True,12,1.0,0.9230769230769231,0.9615384615384616,True,False,False
2021,2021-04-03 10:00:00,100.0,83.33333333333334,STRONG_BULL,32.6424,31.7124845828408,0.929915417159208,2.200000000000001,False,False,False,False,0.0848464263997561,0.7945883962836765,FALSE_<0.5R,False,False,False,True,2021-04-03 15:00:00,19,True,True,False,26.94052150681629,3.0035504360738097,0.6226415094339622,0.9622641509433962,0.7924528301886793,MID,HIGH,HIGH,False,True,13,0.5,0.9285714285714286,0.7142857142857143,True,False,False
2021,2021-04-11 15:00:00,95.0,66.66666666666666,BULL,32.5813,32.127970741968646,0.4533292580313528,2.199999999999993,False,False,False,False,4.099448617259718,0.7744922565216666,RUNNER_>=2R,True,True,True,True,2021-04-12 15:15:00,96,True,True,False,16.603233783458723,0.4095142418679032,0.1886792452830188,0.2075471698113207,0.1981132075471698,LOW,LOW,LOW,False,True,14,0.2,0.2,0.2,False,True,True
2021,2021-04-12 07:00:00,95.0,66.66666666666666,STRONG_BULL,33.8211,33.05954261815989,0.7615573818401131,2.199999999999996,False,False,False,False,0.073664836475551,0.8286965828827082,FALSE_<0.5R,False,False,False,True,2021-04-12 09:45:00,10,True,True,False,32.297794788992924,1.395291484192307,0.8679245283018868,0.490566037735849,0.679245283018868,HIGH,MID,HIGH,False,True,15,0.8125,0.5,0.65625,False,True,True
2021,2021-04-27 15:00:00,100.0,66.66666666666666,BULL,36.341,35.485049610384195,0.8559503896158063,2.200000000000004,False,False,False,False,1.7138843767084009,0.7126581252843383,MIDDLE_0.5-2R,True,True,False,True,2021-04-28 06:15:00,60,True,True,False,21.965500414278598,2.414329940023152,0.4716981132075472,0.8679245283018868,0.6698113207547169,MID,HIGH,HIGH,False,True,16,0.4117647058823529,0.7647058823529411,0.588235294117647,False,True,True
2021,2021-04-28 00:00:00,95.0,83.33333333333334,BULL,36.788,36.08010466866951,0.7078953313304908,2.199999999999998,False,False,False,False,1.440890983251593,0.9210401187059089,MIDDLE_0.5-2R,True,True,False,True,2021-04-28 05:30:00,21,True,False,False,24.72600161928612,2.3774747303404897,0.6037735849056604,0.8113207547169812,0.7075471698113207,MID,HIGH,HIGH,False,False,17,0.5,0.7222222222222222,0.6111111111111112,False,True,False
2021,2021-04-28 05:00:00,95.0,83.33333333333334,BULL,36.539,35.87934334419695,0.6596566558030545,2.199999999999996,False,False,False,False,0.2940923862335979,0.7306831451783365,FALSE_<0.5R,False,False,False,True,2021-04-28 05:45:00,2,True,True,False,24.556932253789647,2.1430932821967508,0.5849056603773585,0.7547169811320755,0.6698113207547169,MID,HIGH,HIGH,False,True,18,0.47368421052631576,0.631578947368421,0.5526315789473684,False,True,True
2021,2021-04-29 10:00:00,98.0,66.66666666666666,BULL,36.348,35.61482441101746,0.7331755889825402,2.199999999999998,True,False,True,True,1.5030505878261675,0.3382545787485341,MIDDLE_0.5-2R,True,True,False,True,2021-04-29 17:00:00,27,True,True,True,14.515776276609266,0.0468432114611339,0.1132075471698113,0.0754716981132075,0.0943396226415094,LOW,LOW,LOW,True,False,19,0.15,0.1,0.125,False,True,True
2021,2021-05-07 15:00:00,95.0,100.0,BULL,48.189,46.85256031134707,1.3364396886529306,2.2,False,False,False,False,2.8284104640816725,0.6943822514994136,RUNNER_>=2R,True,True,True,True,2021-05-08 16:00:00,99,True,True,False,8.12668085665647,0.2239297649188953,0.0188679245283018,0.1320754716981132,0.0754716981132075,LOW,LOW,LOW,False,True,20,0.047619047619047616,0.14285714285714285,0.09523809523809523,False,True,True
2021,2021-05-09 09:00:00,100.0,66.66666666666666,BULL,48.29,47.44711789104309,0.842882108956907,2.1999999999999966,False,False,False,False,5.587970073096905,0.9420059953373512,RUNNER_>=2R,True,True,True,True,2021-05-10 19:45:00,138,True,True,False,16.347531299199083,-0.029001688194219,0.1698113207547169,0.0566037735849056,0.1132075471698113,LOW,LOW,LOW,False,True,21,0.22727272727272727,0.09090909090909091,0.1590909090909091,False,True,True
2021,2021-05-09 10:00:00,98.0,66.66666666666666,BULL,49.0,47.80056392998617,1.1994360700138316,2.199999999999997,True,False,True,True,0.5460899637547567,0.6094530740530189,MIDDLE_0.5-2R,True,False,False,True,2021-05-09 12:15:00,8,True,False,True,15.888598868886811,0.0516082663837291,0.1509433962264151,0.0943396226415094,0.1226415094339622,LOW,LOW,LOW,False,False,22,0.21739130434782608,0.17391304347826086,0.19565217391304346,False,True,False
2021,2021-05-09 14:00:00,100.0,83.33333333333334,BULL,48.783,47.88054584737584,0.9024541526241592,2.2,False,False,False,False,4.672813558160038,0.9263628490921948,RUNNER_>=2R,True,True,True,True,2021-05-10 19:45:00,118,True,False,False,14.531906343813567,0.1536559017356387,0.1320754716981132,0.1132075471698113,0.1226415094339622,LOW,LOW,LOW,False,False,23,0.20833333333333334,0.20833333333333334,0.20833333333333334,False,True,False
2021,2021-05-12 09:00:00,95.0,66.66666666666666,STRONG_BULL,48.541,47.66470927246696,0.8762907275330392,2.200000000000004,False,False,False,False,0.1882936733388922,0.2624699688966241,FALSE_<0.5R,False,False,False,True,2021-05-12 10:15:00,4,True,True,False,18.409106788340612,0.6633317200856581,0.2830188679245283,0.2264150943396226,0.2547169811320754,LOW,LOW,LOW,False,True,24,0.48,0.36,0.42,False,True,True
2021,2021-06-03 17:00:00,100.0,83.33333333333334,BULL,32.272,31.196544051361684,1.0754559486383144,2.200000000000003,False,False,False,False,0.2110732664479835,0.9261188254721928,FALSE_<0.5R,False,False,False,True,2021-06-04 01:15:00,32,True,True,False,20.140031090486573,1.9167193514092016,0.3962264150943396,0.6981132075471698,0.5471698113207547,MID,HIGH,MID,False,True,25,0.5,0.6538461538461539,0.5769230769230769,False,True,True
2021,2021-06-03 21:00:00,95.0,83.33333333333334,BULL,32.115,31.356039430400568,0.7589605695994344,2.200000000000003,False,False,False,False,0.3755135792501242,0.5744698966773945,FALSE_<0.5R,False,False,False,True,2021-06-04 00:45:00,14,True,False,False,19.683210773385245,1.7437546947465243,0.3584905660377358,0.6415094339622641,0.5,MID,MID,MID,False,False,26,0.48148148148148145,0.6296296296296297,0.5555555555555556,False,True,False
2021,2021-07-23 23:00:00,100.0,66.66666666666666,BULL,16.143,15.599671306519014,0.5433286934809871,2.199999999999997,True,False,True,True,1.8202609430834509,0.1435595081501597,MIDDLE_0.5-2R,True,True,False,False,,144,True,True,True,22.10629215753973,0.2904939412581075,0.5094339622641509,0.1509433962264151,0.330188679245283,MID,LOW,LOW,True,False,27,0.5714285714285714,0.25,0.4107142857142857,False,True,True
2021,2021-08-09 22:00:00,100.0,83.33333333333334,STRONG_BULL,23.906,23.50849373274676,0.3975062672532381,2.2,False,False,False,False,5.748337040795138,0.4276662131007277,RUNNER_>=2R,True,True,True,False,,144,True,True,False,23.95016655625312,1.0748206731046483,0.5660377358490566,0.3773584905660377,0.4716981132075472,MID,MID,MID,False,True,28,0.6206896551724138,0.4827586206896552,0.5517241379310345,False,True,True
2021,2021-08-10 02:00:00,100.0,83.33333333333334,STRONG_BULL,24.173,23.71948885113786,0.4535111488621375,2.200000000000004,False,False,False,False,5.241326494318632,0.9635926285305962,RUNNER_>=2R,True,True,True,False,,144,True,False,False,18.9764076248271,1.0132651243670576,0.320754716981132,0.320754716981132,0.320754716981132,LOW,LOW,LOW,False,False,29,0.43333333333333335,0.43333333333333335,0.43333333333333335,False,True,False
2021,2021-08-14 16:00:00,100.0,66.66666666666666,STRONG_BULL,27.385,26.72787310142009,0.6571268985799108,2.199999999999999,False,False,False,False,0.0623928195430748,0.9419793974918668,FALSE_<0.5R,False,False,False,True,2021-08-14 20:30:00,17,True,True,False,22.00366217666332,1.481610206949746,0.490566037735849,0.5471698113207547,0.5188679245283019,MID,MID,MID,False,True,30,0.5483870967741935,0.6129032258064516,0.5806451612903225,False,True,True
2021,2021-08-14 19:00:00,95.0,66.66666666666666,STRONG_BULL,27.068,26.641386516616542,0.4266134833834556,2.2,False,False,False,False,0.5438177859734202,0.5953867139536632,MIDDLE_0.5-2R,True,False,False,True,2021-08-14 20:30:00,5,True,False,False,19.235126178652603,1.1294007451444266,0.3396226415094339,0.4150943396226415,0.3773584905660377,MID,MID,MID,False,False,31,0.4375,0.53125,0.484375,False,True,False
2021,2021-08-14 20:00:00,100.0,66.66666666666666,STRONG_BULL,27.217,26.764806321557053,0.4521936784429456,2.200000000000001,False,False,False,False,0.0,0.8801538344597098,FALSE_<0.5R,False,False,False,True,2021-08-14 20:30:00,1,True,False,False,18.497630316473543,1.010192010522748,0.3018867924528302,0.3018867924528302,0.3018867924528302,LOW,LOW,LOW,False,False,32,0.3939393939393939,0.3939393939393939,0.3939393939393939,False,True,False
2021,2021-08-21 02:00:00,95.0,83.33333333333334,STRONG_BULL,28.483,27.864666565634224,0.6183334343657769,2.199999999999997,False,False,False,False,1.0884095256635973,0.8134769560308929,MIDDLE_0.5-2R,True,True,False,True,2021-08-21 19:30:00,69,True,True,False,31.615269559818834,2.3856302139019903,0.8301886792452831,0.8490566037735849,0.839622641509434,HIGH,HIGH,HIGH,False,True,33,0.8529411764705882,0.8529411764705882,0.8529411764705882,True,False,False
2021,2021-08-21 04:00:00,100.0,83.33333333333334,STRONG_BULL,28.796,27.86434821220502,0.93165178779498,2.200000000000001,True,False,True,False,0.3864104644204486,0.8758637193530171,FALSE_<0.5R,False,False,False,True,2021-08-21 19:30:00,61,True,False,True,30.154332597483457,2.228139525934192,0.8113207547169812,0.7924528301886793,0.8018867924528302,HIGH,HIGH,HIGH,False,False,34,0.8285714285714286,0.8,0.8142857142857143,False,True,True
2021,2021-09-06 13:00:00,100.0,100.0,STRONG_BULL,33.96,33.380091025486124,0.5799089745138772,2.199999999999996,False,False,False,False,4.086848288538227,0.6207870818032747,RUNNER_>=2R,True,True,True,True,2021-09-07 08:30:00,77,True,True,False,41.50962234637473,3.551351942156744,0.9622641509433962,1.0,0.981132075471698,HIGH,HIGH,HIGH,False,True,35,1.0,1.0,1.0,True,False,False
2021,2021-09-07 05:00:00,95.0,83.33333333333334,STRONG_BULL,34.87,34.21490872085714,0.6550912791428587,2.2,False,False,False,False,0.7174572688785725,0.6869271723305329,MIDDLE_0.5-2R,True,False,False,True,2021-09-07 07:15:00,8,True,True,False,22.175036441976307,2.634742561811243,0.5283018867924528,0.9056603773584906,0.7169811320754718,MID,HIGH,HIGH,False,True,36,0.5675675675675675,0.8648648648648649,0.7162162162162162,True,False,False
2021,2021-09-07 06:00:00,95.0,66.66666666666666,STRONG_BULL,35.09,34.259114647265214,0.8308853527347893,2.2,False,False,False,False,0.3008838694497935,0.8063687701254488,FALSE_<0.5R,False,False,False,True,2021-09-07 07:15:00,4,True,False,False,20.72089581923329,2.493560350980606,0.4528301886792453,0.8867924528301887,0.6698113207547169,MID,HIGH,HIGH,False,False,37,0.47368421052631576,0.8421052631578947,0.6578947368421052,False,True,True
2021,2021-10-02 12:00:00,100.0,66.66666666666666,STRONG_BULL,26.26,25.780858724320915,0.4791412756790869,2.2,False,False,False,False,3.965427518860964,0.1252240269114037,RUNNER_>=2R,True,True,True,False,,144,True,True,False,42.418713361700846,2.09346768967702,0.981132075471698,0.7358490566037735,0.8584905660377358,HIGH,HIGH,HIGH,False,True,38,1.0,0.6666666666666666,0.8333333333333333,True,False,False
2021,2021-10-08 08:00:00,98.0,66.66666666666666,STRONG_BULL,27.02,26.65313526890553,0.3668647310944735,2.200000000000004,True,False,True,False,1.1993521391040838,0.8995141043280557,MIDDLE_0.5-2R,True,True,False,True,2021-10-08 12:30:00,17,True,True,True,11.430013895586107,-0.0397617841013997,0.0377358490566037,0.0377358490566037,0.0377358490566037,LOW,LOW,LOW,True,False,39,0.05,0.05,0.05,False,True,True
2021,2021-10-16 09:00:00,100.0,83.33333333333334,STRONG_BULL,27.68,26.84218485137694,0.8378151486230614,2.2,True,False,True,True,1.2174523242702842,0.9787361822565036,MIDDLE_0.5-2R,True,True,False,True,2021-10-17 15:15:00,120,True,True,True,27.37110508986403,1.040516497317978,0.660377358490566,0.3396226415094339,0.5,MID,MID,MID,True,False,40,0.7317073170731707,0.3902439024390244,0.5609756097560976,False,True,True
2021,2021-10-16 14:00:00,100.0,100.0,STRONG_BULL,27.95,27.070305578204263,0.8796944217957368,2.2000000000000006,False,False,False,False,0.8525687800418364,0.920774282445182,MIDDLE_0.5-2R,True,False,False,True,2021-10-17 00:15:00,40,True,False,False,29.60328855801565,1.396478426940706,0.7924528301886793,0.5094339622641509,0.6509433962264151,HIGH,MID,MID,False,False,41,0.7857142857142857,0.5238095238095238,0.6547619047619048,False,True,False
2021,2021-10-26 03:00:00,95.0,100.0,STRONG_BULL,32.18,31.77548682779291,0.4045131722070891,2.199999999999993,False,False,False,False,0.1730475168906589,0.8405165106117681,FALSE_<0.5R,False,False,False,True,2021-10-26 04:45:00,6,True,True,False,38.02515347770491,2.3849478576203342,0.9433962264150944,0.8301886792452831,0.8867924528301887,HIGH,HIGH,HIGH,False,True,42,0.9534883720930233,0.7906976744186046,0.872093023255814,True,False,False
2021,2021-10-26 09:00:00,100.0,83.33333333333334,STRONG_BULL,32.04,31.6626807354138,0.3773192645862018,2.1999999999999944,False,False,False,False,0.9540991775090094,0.7420771380625576,MIDDLE_0.5-2R,True,False,False,True,2021-10-26 14:15:00,20,True,False,False,29.12535403303551,1.5746299271349071,0.7735849056603774,0.6037735849056604,0.6886792452830188,HIGH,MID,HIGH,False,False,43,0.75,0.5909090909090909,0.6704545454545454,True,False,False
2021,2021-10-26 10:00:00,99.0,66.66666666666666,STRONG_BULL,32.25,31.69337606502246,0.5566239349775408,2.200000000000004,True,False,True,True,0.2694817642113268,0.8803070964236732,FALSE_<0.5R,False,False,False,True,2021-10-26 14:15:00,16,True,False,True,28.49794418973376,1.5062459275809514,0.7358490566037735,0.5660377358490566,0.6509433962264151,HIGH,MID,MID,False,False,44,0.7333333333333333,0.5555555555555556,0.6444444444444444,False,True,True
2021,2021-10-26 19:00:00,100.0,66.66666666666666,STRONG_BULL,32.69,31.70961869240817,0.9803813075918236,2.2,True,False,True,True,1.2444137710017815,0.9894109490751868,MIDDLE_0.5-2R,True,True,False,True,2021-10-27 08:00:00,51,True,True,False,20.25937920537796,0.9483600914396152,0.4150943396226415,0.2830188679245283,0.3490566037735849,MID,LOW,MID,True,False,45,0.41304347826086957,0.30434782608695654,0.3586956521739131,False,True,False
2021,2021-11-02 04:00:00,95.0,100.0,BULL,31.19,30.78908410954936,0.4009158904506407,2.1999999999999984,False,False,False,False,3.96591913134896,0.9727726171233314,RUNNER_>=2R,True,True,True,True,2021-11-03 13:45:00,134,True,True,False,19.98742951518254,1.38357053320477,0.3773584905660377,0.4716981132075472,0.4245283018867924,MID,MID,MID,False,True,46,0.3829787234042553,0.46808510638297873,0.425531914893617,False,True,True
2021,2021-11-02 10:00:00,100.0,100.0,STRONG_BULL,31.73,30.9146506473744,0.8153493526255993,2.1999999999999966,True,False,True,True,1.287791541894007,0.7358808810822908,MIDDLE_0.5-2R,True,True,False,True,2021-11-03 13:00:00,107,True,False,True,20.313665474521507,1.1702483440428455,0.4339622641509434,0.4339622641509434,0.4339622641509434,MID,MID,MID,False,False,47,0.4375,0.4583333333333333,0.44791666666666663,False,True,False
2021,2021-11-07 10:00:00,100.0,66.66666666666666,STRONG_BULL,32.44,31.912206278307387,0.5277937216926105,2.200000000000003,True,False,True,True,0.2842019407107808,0.8147122300375405,FALSE_<0.5R,False,False,False,True,2021-11-07 18:15:00,32,True,True,True,17.21092264226911,0.3133021743006559,0.2264150943396226,0.1698113207547169,0.1981132075471698,LOW,LOW,LOW,True,False,48,0.22448979591836735,0.1836734693877551,0.20408163265306123,False,True,True
2021,2021-11-09 04:00:00,95.0,66.66666666666666,STRONG_BULL,34.37,33.88520162787417,0.4847983721258302,2.199999999999997,False,False,False,False,2.578391496074497,0.6600682229950717,RUNNER_>=2R,True,True,True,True,2021-11-09 15:15:00,44,True,True,False,48.097472102564566,1.7085825632538132,1.0,0.6226415094339622,0.8113207547169812,HIGH,MID,HIGH,False,True,49,1.0,0.64,0.8200000000000001,True,False,False
2021,2021-12-01 10:00:00,98.0,83.33333333333334,BULL,26.38,25.628941908519568,0.7510580914804308,2.200000000000001,True,False,True,True,0.6923565645568289,0.852131156377637,MIDDLE_0.5-2R,True,False,False,True,2021-12-01 20:30:00,41,True,True,True,12.260496347543636,1.2002739529123785,0.0566037735849056,0.4528301886792453,0.2547169811320754,LOW,MID,LOW,True,False,50,0.058823529411764705,0.47058823529411764,0.2647058823529412,False,True,True
2021,2021-12-24 21:00:00,100.0,83.33333333333334,BULL,22.23,21.77711686934287,0.4528831306571312,2.2,False,False,False,False,0.0662422553837924,0.7728263128108859,FALSE_<0.5R,False,False,False,True,2021-12-24 22:15:00,4,True,True,False,28.614437310855163,1.9130773619832508,0.7547169811320755,0.6792452830188679,0.7169811320754718,HIGH,HIGH,HIGH,False,True,51,0.75,0.6730769230769231,0.7115384615384616,True,False,False
2021,2021-12-27 10:00:00,100.0,100.0,BULL,23.25,22.85172403333522,0.3982759666647801,2.200000000000004,False,False,False,False,3.113419095769036,0.7532465554279952,RUNNER_>=2R,True,True,True,True,2021-12-28 00:15:00,56,True,True,False,28.354970336024145,1.7883494300690028,0.6981132075471698,0.660377358490566,0.6792452830188679,HIGH,MID,HIGH,False,True,52,0.6981132075471698,0.660377358490566,0.6792452830188679,True,False,False
2022,2022-02-06 01:00:00,95.0,83.33333333333334,BULL,17.86,17.60856928291369,0.2514307170863077,2.1999999999999944,False,False,False,False,1.2329440236754752,0.8352201450704805,MIDDLE_0.5-2R,True,True,False,True,2022-02-06 14:45:00,54,True,True,False,32.18496252626095,1.6817529740914994,0.7111111111111111,0.6444444444444445,0.6777777777777778,HIGH,MID,HIGH,False,True,53,0.8518518518518519,0.6111111111111112,0.7314814814814815,True,False,False
2022,2022-02-16 05:00:00,100.0,100.0,STRONG_BULL,17.02,16.73178594205157,0.28821405794843,2.200000000000005,False,False,False,False,1.0755894497535816,0.9021072804384844,MIDDLE_0.5-2R,True,True,False,True,2022-02-16 14:00:00,35,True,True,False,41.578641857776965,1.7649760725282349,0.9111111111111112,0.6666666666666666,0.7888888888888889,HIGH,MID,HIGH,False,True,54,0.9636363636363636,0.6545454545454545,0.8090909090909091,True,False,False
2022,2022-02-16 20:00:00,100.0,100.0,STRONG_BULL,17.26,16.752862456920603,0.5071375430793985,2.200000000000003,True,False,True,True,0.374651813088606,0.374651813088613,FALSE_<0.5R,False,False,False,True,2022-02-17 04:15:00,32,True,True,True,28.942630041734887,0.6369084012180171,0.5555555555555556,0.2,0.3777777777777777,MID,LOW,MID,True,False,55,0.7321428571428571,0.21428571428571427,0.4732142857142857,False,True,True
2022,2022-03-01 11:00:00,100.0,66.66666666666666,BULL,15.11,14.809291113604228,0.3007088863957712,2.200000000000001,False,False,False,False,2.5273612932068223,0.7648593387336394,RUNNER_>=2R,True,True,True,False,,144,True,True,False,34.942903455096975,2.430244562247741,0.8222222222222222,0.8666666666666667,0.8444444444444444,HIGH,HIGH,HIGH,False,True,56,0.9122807017543859,0.8771929824561403,0.894736842105263,True,False,False
2022,2022-03-01 23:00:00,95.0,66.66666666666666,STRONG_BULL,15.28,14.984474002910275,0.2955259970897224,2.199999999999999,False,False,False,False,0.4398936177534746,0.7105973825248362,FALSE_<0.5R,False,False,False,True,2022-03-02 00:45:00,6,True,True,False,30.578746768027752,1.9257234580994265,0.6,0.7555555555555555,0.6777777777777778,MID,HIGH,HIGH,False,True,57,0.7758620689655172,0.7068965517241379,0.7413793103448276,True,False,False
2022,2022-03-02 15:00:00,100.0,66.66666666666666,BULL,15.64,15.190857462105727,0.4491425378942733,2.2,False,False,False,False,0.3117050561640508,0.9128505216233,FALSE_<0.5R,False,False,False,True,2022-03-02 19:30:00,17,True,True,False,18.07029050189948,1.63866791635654,0.1777777777777777,0.5555555555555556,0.3666666666666667,LOW,MID,MID,False,True,58,0.22033898305084745,0.576271186440678,0.3983050847457627,False,True,True
2022,2022-03-10 00:00:00,95.0,83.33333333333334,BULL,14.01,13.757234545358562,0.2527654546414375,2.200000000000001,False,False,False,False,0.3956236826027332,0.949496838246564,FALSE_<0.5R,False,False,False,True,2022-03-10 02:00:00,7,True,True,False,38.44626301122388,1.6707110760391997,0.8888888888888888,0.6222222222222222,0.7555555555555555,HIGH,MID,HIGH,False,True,59,0.9333333333333333,0.5833333333333334,0.7583333333333333,True,False,False
2022,2022-03-18 09:00:00,100.0,83.33333333333334,BULL,14.58,14.306228020108945,0.2737719798910554,2.2,True,False,True,True,2.9951933003746785,0.328740728089903,RUNNER_>=2R,True,True,True,False,,144,True,True,True,19.54465823166257,0.3214237295268596,0.2666666666666666,0.1111111111111111,0.1888888888888888,LOW,LOW,LOW,True,False,60,0.32786885245901637,0.16393442622950818,0.2459016393442623,False,True,True
