open_time,symbol,rank,regime,regime_score,relative_score,momentum_24h,momentum_72h,selected,capital_percent,portfolio_deployed_percent
2026-06-17 02:00:00,SOLUSDT,3,STRONG,80.0,79.33,1.4245,7.5839,False,0.0,50.0
2026-06-17 02:00:00,XRPUSDT,4,ACTIVE,69.0,52.72,0.115,5.8425,False,0.0,50.0
2026-06-17 02:00:00,BTCUSDT,5,ACTIVE,63.0,50.02,0.2464,2.1926,False,0.0,50.0
2026-06-17 02:00:00,DOGEUSDT,6,SLEEP,30.0,31.83,0.9082,-0.1706,False,0.0,50.0
2026-06-17 03:00:00,ETHUSDT,1,STRONG,92.0,87.23,0.8105,6.6509,True,30.0,50.0
2026-06-17 03:00:00,LINKUSDT,2,STRONG,85.0,77.42,1.1994,4.8713,True,20.0,50.0
2026-06-17 03:00:00,SOLUSDT,3,ACTIVE,64.0,62.13,-0.0814,6.8755,False,0.0,50.0
2026-06-17 03:00:00,XRPUSDT,4,ACTIVE,64.0,46.3,-0.9126,5.4178,False,0.0,50.0
2026-06-17 03:00:00,BTCUSDT,5,WATCH,54.0,40.97,-0.4734,2.0245,False,0.0,50.0
2026-06-17 03:00:00,DOGEUSDT,6,SLEEP,0.0,25.0,0.0114,-0.6925,False,0.0,50.0
2026-06-17 04:00:00,ETHUSDT,1,STRONG,92.0,87.23,1.9118,6.9341,True,30.0,50.0
2026-06-17 04:00:00,LINKUSDT,2,STRONG,85.0,79.92,2.0029,5.4679,True,20.0,50.0
2026-06-17 04:00:00,SOLUSDT,3,STRONG,75.0,72.08,0.6407,7.7496,False,0.0,50.0
2026-06-17 04:00:00,XRPUSDT,4,ACTIVE,64.0,47.97,-0.4254,5.9909,False,0.0,50.0
2026-06-17 04:00:00,BTCUSDT,5,WATCH,49.0,42.88,0.0788,2.4137,False,0.0,50.0
2026-06-17 04:00:00,DOGEUSDT,6,SLEEP,14.0,27.97,0.6671,-0.0799,False,0.0,50.0
2026-06-17 05:00:00,ETHUSDT,1,STRONG,92.0,90.57,1.8121,6.9035,True,50.0,50.0
2026-06-17 05:00:00,LINKUSDT,2,STRONG,85.0,74.08,1.5838,5.2379,False,0.0,50.0
2026-06-17 05:00:00,SOLUSDT,3,ACTIVE,64.0,62.97,-0.0271,7.9279,False,0.0,50.0
2026-06-17 05:00:00,XRPUSDT,4,ACTIVE,64.0,47.13,-0.6038,6.097,False,0.0,50.0
2026-06-17 05:00:00,BTCUSDT,5,WATCH,54.0,40.97,-0.316,2.3288,False,0.0,50.0
2026-06-17 05:00:00,DOGEUSDT,6,SLEEP,0.0,23.33,0.1375,-0.2625,False,0.0,50.0
2026-06-17 06:00:00,ETHUSDT,1,STRONG,92.0,89.73,1.0715,6.7997,True,30.0,50.0
2026-06-17 06:00:00,LINKUSDT,2,STRONG,85.0,74.92,0.7625,5.0871,True,20.0,50.0
2026-06-17 06:00:00,SOLUSDT,3,WATCH,56.0,58.53,-1.0514,7.6551,False,0.0,50.0
2026-06-17 06:00:00,XRPUSDT,4,ACTIVE,61.0,46.62,-1.9181,5.6767,False,0.0,50.0
2026-06-17 06:00:00,BTCUSDT,5,SLEEP,37.0,31.65,-1.2371,2.0812,False,0.0,50.0
2026-06-17 06:00:00,DOGEUSDT,6,SLEEP,0.0,20.0,-0.6961,-0.5599,False,0.0,50.0
2026-06-17 07:00:00,ETHUSDT,1,STRONG,86.0,87.03,0.611,6.5141,True,30.0,50.0
2026-06-17 07:00:00,LINKUSDT,2,STRONG,79.0,72.22,0.0966,4.8818,True,20.0,50.0
2026-06-17 07:00:00,SOLUSDT,3,WATCH,57.0,54.82,-1.6116,7.3721,False,0.0,50.0
2026-06-17 07:00:00,XRPUSDT,4,ACTIVE,61.0,46.62,-2.0886,5.5134,False,0.0,50.0
2026-06-17 07:00:00,BTCUSDT,5,WATCH,47.0,41.15,-1.2543,1.723,False,0.0,50.0
2026-06-17 07:00:00,DOGEUSDT,6,SLEEP,0.0,19.17,-1.0814,-0.3326,False,0.0,50.0
2026-06-17 08:00:00,ETHUSDT,1,ACTIVE,68.0,73.93,-2.1029,5.3552,True,30.0,30.0
2026-06-17 08:00:00,LINKUSDT,2,ACTIVE,68.0,64.77,-2.7487,3.2596,False,0.0,30.0
2026-06-17 08:00:00,SOLUSDT,3,WATCH,58.0,56.1,-4.0584,5.9927,False,0.0,30.0
2026-06-17 08:00:00,XRPUSDT,4,SLEEP,43.0,35.18,-4.1506,4.4351,False,0.0,30.0
2026-06-17 08:00:00,BTCUSDT,5,SLEEP,3.0,25.52,-2.9501,0.7287,False,0.0,30.0
2026-06-17 08:00:00,DOGEUSDT,6,SLEEP,0.0,15.0,-3.2414,-1.4219,False,0.0,30.0
2026-06-17 09:00:00,ETHUSDT,1,ACTIVE,70.0,74.83,-0.9253,5.6348,True,30.0,50.0
2026-06-17 09:00:00,LINKUSDT,2,STRONG,76.0,70.87,-1.7725,3.2088,True,20.0,50.0
2026-06-17 09:00:00,SOLUSDT,3,SLEEP,44.0,46.47,-3.0862,5.9442,False,0.0,50.0
2026-06-17 09:00:00,XRPUSDT,4,SLEEP,34.0,31.97,-3.3255,4.2657,False,0.0,50.0
2026-06-17 09:00:00,BTCUSDT,5,SLEEP,13.0,29.18,-2.4065,0.4541,False,0.0,50.0
2026-06-17 09:00:00,DOGEUSDT,6,SLEEP,0.0,15.83,-2.812,-1.5557,False,0.0,50.0
2026-06-17 10:00:00,ETHUSDT,1,WATCH,54.0,67.63,-1.4253,5.6929,False,0.0,30.0
2026-06-17 10:00:00,LINKUSDT,2,ACTIVE,68.0,65.6,-2.0371,3.2719,True,30.0,30.0
2026-06-17 10:00:00,SOLUSDT,3,SLEEP,44.0,47.3,-3.4137,5.8539,False,0.0,30.0
2026-06-17 10:00:00,XRPUSDT,4,SLEEP,23.0,27.85,-3.517,4.6457,False,0.0,30.0
2026-06-17 10:00:00,BTCUSDT,5,SLEEP,0.0,24.17,-2.5799,0.4291,False,0.0,30.0
2026-06-17 10:00:00,DOGEUSDT,6,SLEEP,0.0,15.0,-2.6053,-1.3085,False,0.0,30.0
2026-06-17 11:00:00,ETHUSDT,1,ACTIVE,64.0,70.47,-1.9821,5.3886,False,0.0,0.0
2026-06-17 11:00:00,LINKUSDT,2,ACTIVE,64.0,60.47,-2.1121,2.9015,False,0.0,0.0
2026-06-17 11:00:00,SOLUSDT,3,WATCH,59.0,54.88,-3.5092,5.7701,False,0.0,0.0
2026-06-17 11:00:00,BTCUSDT,4,SLEEP,0.0,25.0,-2.5146,0.409,False,0.0,0.0
2026-06-17 11:00:00,DOGEUSDT,5,SLEEP,0.0,19.17,-2.6757,-1.3673,False,0.0,0.0
2026-06-17 11:00:00,XRPUSDT,6,SLEEP,0.0,16.67,-3.6511,4.2748,False,0.0,0.0
