window,cohort,feature,regime,signals,false_pct,runner_pct,median_mfe_r,median_mae_r,stopped_pct
2025h1,CURRENT_12H,EMA50_SLOPE,MID,9,33.33333333333333,33.33333333333333,0.9505607322044912,0.8691038045004119,88.88888888888889
2025h1,CURRENT_12H,EMA50_SLOPE,HIGH,13,61.53846153846154,7.6923076923076925,0.3175737393752945,0.898647202701377,92.3076923076923
2025h1,CURRENT_12H,HOTNESS,LOW,11,36.36363636363637,27.27272727272727,1.0185661056265207,0.8509129749299809,90.9090909090909
2025h1,CURRENT_12H,HOTNESS,MID,12,41.66666666666667,33.33333333333333,0.8876922932494692,0.8522307611113586,75.0
2025h1,CURRENT_12H,HOTNESS,HIGH,10,50.0,10.0,0.54501108216659,0.8727552538510737,90.0
2025h1,CURRENT_FRESH,ADX,LOW,5,40.0,20.0,0.9505607322044912,0.9060680568733576,80.0
2025h1,CURRENT_FRESH,ADX,MID,3,66.66666666666666,33.33333333333333,0.4095465977495862,0.9333776752589568,100.0
2025h1,CURRENT_FRESH,ADX,HIGH,2,50.0,0.0,0.6471007509489956,0.6359650999462074,50.0
2025h1,CURRENT_FRESH,EMA50_SLOPE,LOW,4,50.0,25.0,0.8269116275265287,0.3851371176342764,50.0
2025h1,CURRENT_FRESH,EMA50_SLOPE,MID,3,33.33333333333333,33.33333333333333,0.9505607322044912,0.9060680568733576,100.0
2025h1,CURRENT_FRESH,EMA50_SLOPE,HIGH,3,66.66666666666666,0.0,0.1166722094073696,0.909182174268352,100.0
2025h1,CURRENT_FRESH,HOTNESS,LOW,5,60.0,20.0,0.4095465977495862,0.9060680568733576,80.0
2025h1,CURRENT_FRESH,HOTNESS,MID,4,25.0,25.0,1.2842601294776061,0.7954029425523363,75.0
2025h1,CURRENT_FRESH,HOTNESS,HIGH,1,100.0,0.0,0.0499248445945199,0.898647202701377,100.0
2025h1,CURRENT_STALE,ADX,LOW,7,42.857142857142854,28.57142857142857,1.095242878266595,0.8414111372800788,85.71428571428571
2025h1,CURRENT_STALE,ADX,MID,5,20.0,60.0,2.451439761107794,0.8388191458100797,80.0
2025h1,CURRENT_STALE,ADX,HIGH,11,45.45454545454545,9.090909090909092,0.5311079291954672,0.8630503849426386,90.9090909090909
2025h1,CURRENT_STALE,EMA50_SLOPE,LOW,7,14.285714285714285,42.857142857142854,1.6100341173028117,0.8388191458100797,85.71428571428571
2025h1,CURRENT_STALE,EMA50_SLOPE,MID,6,33.33333333333333,33.33333333333333,0.9825151331281593,0.8660770947215253,83.33333333333334
2025h1,CURRENT_STALE,EMA50_SLOPE,HIGH,10,60.0,10.0,0.3599938807763603,0.8441372211404246,90.0
2025h1,CURRENT_STALE,HOTNESS,LOW,6,16.666666666666664,33.33333333333333,1.3526384977847035,0.8448660603700302,100.0
2025h1,CURRENT_STALE,HOTNESS,MID,8,50.0,37.5,0.47478930466371605,0.8522307611113586,75.0
2025h1,CURRENT_STALE,HOTNESS,HIGH,9,44.44444444444444,11.11111111111111,0.7724484249578856,0.8468633050007703,88.88888888888889
2025h1,FRESH_POLICY_12H,ADX,LOW,6,33.33333333333333,33.33333333333333,1.1374021669281162,0.6515296474754363,66.66666666666666
2025h1,FRESH_POLICY_12H,ADX,MID,3,66.66666666666666,33.33333333333333,0.4095465977495862,0.9333776752589568,100.0
2025h1,FRESH_POLICY_12H,ADX,HIGH,3,66.66666666666666,0.0,0.0499248445945199,0.898647202701377,66.66666666666666
