window,decision_time,signal_score,relative_strength,market_state,entry_price,stop_price,risk_per_unit,reward_risk,current_near_high,previous_near_high,fresh_zone,actual_cross,mfe_r,mae_r,mfe_class,reached_0_5r,reached_1r,reached_2r,stopped_before_horizon,stop_time,bars_before_stop_or_horizon,current_policy,current_12h_selected,fresh_12h_selected
2021,2021-01-06 03:00:00,95.0,100.0,STRONG_BULL,14.4399,14.063076319088767,0.3768236809112331,2.199999999999999,False,False,False,False,7.841333094710817,0.7117387085425214,RUNNER_>=2R,True,True,True,False,,144,True,True,False
2021,2021-02-02 13:00:00,95.0,66.66666666666666,STRONG_BULL,23.1242,22.81922367567937,0.30497632432062716,2.2,False,False,False,False,0.6987427646218362,0.8335073241054353,MIDDLE_0.5-2R,True,False,False,True,2021-02-02 15:45:00,10,True,True,False
2021,2021-02-05 21:00:00,95.0,83.33333333333334,STRONG_BULL,26.345,25.481527698226998,0.863472301773001,2.1999999999999984,False,False,False,False,0.5269422065603411,0.6572301147758062,MIDDLE_0.5-2R,True,False,False,True,2021-02-06 01:45:00,18,True,True,False
2021,2021-02-09 17:00:00,100.0,66.66666666666666,STRONG_BULL,25.7752,25.148106990937716,0.6270930090622855,2.1999999999999975,False,False,False,False,4.570294930070472,0.0017541257582282064,RUNNER_>=2R,True,True,True,True,2021-02-10 12:45:00,78,True,True,False
2021,2021-02-18 10:00:00,95.0,66.66666666666666,STRONG_BULL,32.6236,32.120903994492046,0.502696005507957,2.199999999999997,False,False,False,False,0.4143657353901473,0.3781609519811313,FALSE_<0.5R,False,False,False,True,2021-02-18 11:45:00,6,True,True,False
2021,2021-02-20 03:00:00,100.0,66.66666666666666,STRONG_BULL,34.636,33.662025883680975,0.9739741163190274,2.2,False,False,False,False,2.356017435732722,0.5898514040303527,RUNNER_>=2R,True,True,True,True,2021-02-20 22:45:00,78,True,True,False
2021,2021-03-03 22:00:00,100.0,100.0,STRONG_BULL,30.3992,29.826034712638105,0.5731652873618955,2.199999999999999,False,False,False,False,0.27269620726579447,0.6964832113915969,FALSE_<0.5R,False,False,False,True,2021-03-04 00:00:00,7,True,True,False
2021,2021-03-13 23:00:00,95.0,66.66666666666666,STRONG_BULL,29.8837,29.46372781462507,0.419972185374931,2.1999999999999966,False,False,False,False,0.7531451153547724,0.48979434153802626,MIDDLE_0.5-2R,True,False,False,True,2021-03-14 01:15:00,8,True,True,False
2021,2021-03-19 09:00:00,98.0,83.33333333333334,STRONG_BULL,30.1063,29.458231077414407,0.648068922585594,2.2,True,False,True,True,2.0463872803973895,0.8273811338780591,RUNNER_>=2R,True,True,True,False,,144,True,True,True
2021,2021-03-19 19:00:00,100.0,100.0,STRONG_BULL,30.3359,29.804556278239655,0.5313437217603436,2.199999999999999,False,False,False,False,0.07038758240352463,0.9669823486344745,FALSE_<0.5R,False,False,False,True,2021-03-20 00:00:00,19,True,False,False
2021,2021-03-30 04:00:00,95.0,66.66666666666666,STRONG_BULL,27.9786,27.709576862869827,0.2690231371301728,2.200000000000005,False,False,False,False,0.0,0.0,FALSE_<0.5R,False,False,False,True,2021-03-30 04:15:00,0,True,True,False
2021,2021-03-31 19:00:00,100.0,66.66666666666666,STRONG_BULL,28.2682,27.519389910366858,0.7488100896331424,2.200000000000002,True,False,True,True,3.8151195337119526,0.5184225017456541,RUNNER_>=2R,True,True,True,False,,144,True,True,True
2021,2021-04-01 19:00:00,100.0,83.33333333333334,STRONG_BULL,30.269,29.54097630918053,0.7280236908194695,2.199999999999999,False,False,False,False,0.5887171055073321,0.5343232712140696,MIDDLE_0.5-2R,True,False,False,True,2021-04-02 00:30:00,21,True,True,False
2021,2021-04-03 10:00:00,100.0,83.33333333333334,STRONG_BULL,32.6424,31.712484582840794,0.9299154171592079,2.2000000000000015,False,False,False,False,0.08484642639975619,0.7945883962836765,FALSE_<0.5R,False,False,False,True,2021-04-03 15:00:00,19,True,True,False
2021,2021-04-11 15:00:00,95.0,66.66666666666666,BULL,32.5813,32.127970741968646,0.4533292580313528,2.1999999999999935,False,False,False,False,4.099448617259718,0.7744922565216666,RUNNER_>=2R,True,True,True,True,2021-04-12 15:15:00,96,True,True,False
2021,2021-04-12 07:00:00,95.0,66.66666666666666,STRONG_BULL,33.8211,33.05954261815989,0.7615573818401131,2.199999999999996,False,False,False,False,0.07366483647555103,0.8286965828827082,FALSE_<0.5R,False,False,False,True,2021-04-12 09:45:00,10,True,True,False
2021,2021-04-27 15:00:00,100.0,66.66666666666666,BULL,36.341,35.485049610384195,0.8559503896158063,2.2000000000000033,False,False,False,False,1.7138843767084007,0.7126581252843383,MIDDLE_0.5-2R,True,True,False,True,2021-04-28 06:15:00,60,True,True,False
2021,2021-04-28 00:00:00,95.0,83.33333333333334,BULL,36.788,36.080104668669506,0.7078953313304908,2.199999999999998,False,False,False,False,1.440890983251593,0.9210401187059089,MIDDLE_0.5-2R,True,True,False,True,2021-04-28 05:30:00,21,True,False,False
2021,2021-04-28 05:00:00,95.0,83.33333333333334,BULL,36.539,35.87934334419695,0.6596566558030545,2.1999999999999957,False,False,False,False,0.29409238623359796,0.7306831451783365,FALSE_<0.5R,False,False,False,True,2021-04-28 05:45:00,2,True,True,False
2021,2021-04-29 10:00:00,98.0,66.66666666666666,BULL,36.348,35.61482441101746,0.7331755889825402,2.199999999999998,True,False,True,True,1.5030505878261677,0.33825457874853415,MIDDLE_0.5-2R,True,True,False,True,2021-04-29 17:00:00,27,True,True,True
2021,2021-05-07 15:00:00,95.0,100.0,BULL,48.189,46.85256031134707,1.3364396886529306,2.2,False,False,False,False,2.8284104640816725,0.6943822514994136,RUNNER_>=2R,True,True,True,True,2021-05-08 16:00:00,99,True,True,False
2021,2021-05-09 09:00:00,100.0,66.66666666666666,BULL,48.29,47.44711789104309,0.842882108956907,2.1999999999999966,False,False,False,False,5.587970073096905,0.9420059953373513,RUNNER_>=2R,True,True,True,True,2021-05-10 19:45:00,138,True,True,False
2021,2021-05-09 10:00:00,98.0,66.66666666666666,BULL,49.0,47.80056392998617,1.1994360700138316,2.1999999999999975,True,False,True,True,0.5460899637547567,0.6094530740530189,MIDDLE_0.5-2R,True,False,False,True,2021-05-09 12:15:00,8,True,False,True
2021,2021-05-09 14:00:00,100.0,83.33333333333334,BULL,48.783,47.88054584737584,0.9024541526241592,2.2,False,False,False,False,4.672813558160038,0.9263628490921948,RUNNER_>=2R,True,True,True,True,2021-05-10 19:45:00,118,True,False,False
2021,2021-05-12 09:00:00,95.0,66.66666666666666,STRONG_BULL,48.541,47.66470927246696,0.8762907275330392,2.2000000000000033,False,False,False,False,0.1882936733388922,0.2624699688966241,FALSE_<0.5R,False,False,False,True,2021-05-12 10:15:00,4,True,True,False
2021,2021-06-03 17:00:00,100.0,83.33333333333334,BULL,32.272,31.196544051361684,1.0754559486383144,2.200000000000003,False,False,False,False,0.21107326644798358,0.9261188254721928,FALSE_<0.5R,False,False,False,True,2021-06-04 01:15:00,32,True,True,False
2021,2021-06-03 21:00:00,95.0,83.33333333333334,BULL,32.115,31.356039430400568,0.7589605695994344,2.200000000000003,False,False,False,False,0.3755135792501242,0.5744698966773945,FALSE_<0.5R,False,False,False,True,2021-06-04 00:45:00,14,True,False,False
2021,2021-07-23 23:00:00,100.0,66.66666666666666,BULL,16.143,15.599671306519014,0.5433286934809871,2.1999999999999975,True,False,True,True,1.8202609430834509,0.14355950815015972,MIDDLE_0.5-2R,True,True,False,False,,144,True,True,True
2021,2021-08-09 22:00:00,100.0,83.33333333333334,STRONG_BULL,23.906,23.50849373274676,0.3975062672532381,2.2,False,False,False,False,5.748337040795138,0.4276662131007277,RUNNER_>=2R,True,True,True,False,,144,True,True,False
2021,2021-08-10 02:00:00,100.0,83.33333333333334,STRONG_BULL,24.173,23.71948885113786,0.4535111488621375,2.2000000000000033,False,False,False,False,5.241326494318632,0.9635926285305962,RUNNER_>=2R,True,True,True,False,,144,True,False,False
2021,2021-08-14 16:00:00,100.0,66.66666666666666,STRONG_BULL,27.385,26.72787310142009,0.6571268985799108,2.199999999999999,False,False,False,False,0.06239281954307484,0.9419793974918667,FALSE_<0.5R,False,False,False,True,2021-08-14 20:30:00,17,True,True,False
2021,2021-08-14 19:00:00,95.0,66.66666666666666,STRONG_BULL,27.068,26.641386516616546,0.4266134833834556,2.2,False,False,False,False,0.5438177859734202,0.5953867139536632,MIDDLE_0.5-2R,True,False,False,True,2021-08-14 20:30:00,5,True,False,False
2021,2021-08-14 20:00:00,100.0,66.66666666666666,STRONG_BULL,27.217,26.764806321557053,0.45219367844294567,2.2000000000000015,False,False,False,False,0.0,0.8801538344597098,FALSE_<0.5R,False,False,False,True,2021-08-14 20:30:00,1,True,False,False
2021,2021-08-21 02:00:00,95.0,83.33333333333334,STRONG_BULL,28.483,27.864666565634224,0.6183334343657769,2.1999999999999975,False,False,False,False,1.0884095256635973,0.8134769560308929,MIDDLE_0.5-2R,True,True,False,True,2021-08-21 19:30:00,69,True,True,False
2021,2021-08-21 04:00:00,100.0,83.33333333333334,STRONG_BULL,28.796,27.86434821220502,0.9316517877949799,2.2000000000000015,True,False,True,False,0.38641046442044863,0.8758637193530171,FALSE_<0.5R,False,False,False,True,2021-08-21 19:30:00,61,True,False,True
2021,2021-09-06 13:00:00,100.0,100.0,STRONG_BULL,33.96,33.380091025486124,0.5799089745138772,2.1999999999999953,False,False,False,False,4.086848288538227,0.6207870818032747,RUNNER_>=2R,True,True,True,True,2021-09-07 08:30:00,77,True,True,False
2021,2021-09-07 05:00:00,95.0,83.33333333333334,STRONG_BULL,34.87,34.21490872085714,0.6550912791428587,2.2,False,False,False,False,0.7174572688785725,0.6869271723305329,MIDDLE_0.5-2R,True,False,False,True,2021-09-07 07:15:00,8,True,True,False
2021,2021-09-07 06:00:00,95.0,66.66666666666666,STRONG_BULL,35.09,34.259114647265214,0.8308853527347893,2.2,False,False,False,False,0.30088386944979356,0.8063687701254488,FALSE_<0.5R,False,False,False,True,2021-09-07 07:15:00,4,True,False,False
2021,2021-10-02 12:00:00,100.0,66.66666666666666,STRONG_BULL,26.26,25.780858724320915,0.47914127567908693,2.2,False,False,False,False,3.9654275188609636,0.1252240269114037,RUNNER_>=2R,True,True,True,False,,144,True,True,False
2021,2021-10-08 08:00:00,98.0,66.66666666666666,STRONG_BULL,27.02,26.653135268905526,0.3668647310944735,2.2000000000000037,True,False,True,False,1.1993521391040838,0.8995141043280557,MIDDLE_0.5-2R,True,True,False,True,2021-10-08 12:30:00,17,True,True,True
2021,2021-10-16 09:00:00,100.0,83.33333333333334,STRONG_BULL,27.68,26.84218485137694,0.8378151486230614,2.1999999999999993,True,False,True,True,1.2174523242702842,0.9787361822565036,MIDDLE_0.5-2R,True,True,False,True,2021-10-17 15:15:00,120,True,True,True
2021,2021-10-16 14:00:00,100.0,100.0,STRONG_BULL,27.95,27.070305578204263,0.8796944217957368,2.2000000000000006,False,False,False,False,0.8525687800418364,0.9207742824451819,MIDDLE_0.5-2R,True,False,False,True,2021-10-17 00:15:00,40,True,False,False
2021,2021-10-26 03:00:00,95.0,100.0,STRONG_BULL,32.18,31.77548682779291,0.40451317220708916,2.199999999999993,False,False,False,False,0.17304751689065892,0.8405165106117681,FALSE_<0.5R,False,False,False,True,2021-10-26 04:45:00,6,True,True,False
2021,2021-10-26 09:00:00,100.0,83.33333333333334,STRONG_BULL,32.04,31.662680735413797,0.3773192645862018,2.1999999999999944,False,False,False,False,0.9540991775090094,0.7420771380625576,MIDDLE_0.5-2R,True,False,False,True,2021-10-26 14:15:00,20,True,False,False
2021,2021-10-26 10:00:00,99.0,66.66666666666666,STRONG_BULL,32.25,31.69337606502246,0.5566239349775408,2.2000000000000037,True,False,True,True,0.26948176421132686,0.8803070964236732,FALSE_<0.5R,False,False,False,True,2021-10-26 14:15:00,16,True,False,True
