starting_capital,final_balance,total_profit,roi_percent,completed_trades,winning_trades,losing_trades,win_rate,gross_profit,gross_loss,profit_factor,expectancy_per_trade,maximum_drawdown,total_fees,btc_buy_hold_return_percent,equal_weight_return_percent,partial_profit_events,asset_shock_reductions,market_shock_reductions,warning_stop_tightens,daily_profit_locks,daily_loss_stops,weekly_loss_stops,hard_lock_hits,skipped_gap_entries,skipped_risk_entries,skipped_correlation_entries,skipped_small_entries
10000.0,9631.47242868,-368.52757132,-3.6853,50,14,36,28.0,289.33088535,657.85845667,0.4398,-7.37055143,5.03,244.41727605,-15.1036,-16.5088,13,0,0,4,0,1,0,1,0,0,7,0
