decision_time,source_candle_open_time,order_fill_time,signal_to_fill_minutes,symbol,route,market_state,relative_strength_percentile,raw_signal_valid,raw_score,raw_failed_checks,raw_episode_id,raw_episode_first_true_time,raw_condition_age_hours,quality_valid,quality_failed_checks,quality_episode_id,quality_episode_first_true_time,quality_condition_age_hours,candidate_emitted_after_route_cooldown,emission_number_in_same_quality_episode,stale_same_episode_retrigger,setup_score,theoretical_reward_risk,selection_rank,selection_score
2025-08-07 20:00:00,2025-08-07 19:00:00,2025-08-07 20:00:00,0.0,BTCUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,33.3333,True,100.0,relative_strength,3,2025-08-07 20:00:00,0.0,False,relative_strength|route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-07 20:00:00,2025-08-07 19:00:00,2025-08-07 20:00:00,0.0,XRPUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,50.0,True,100.0,,3,2025-08-07 20:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-07 20:00:00,2025-08-07 19:00:00,2025-08-07 20:00:00,0.0,DOGEUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,83.3333,True,100.0,,2,2025-08-07 20:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-07 22:00:00,2025-08-07 21:00:00,2025-08-07 22:00:00,0.0,DOGEUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,66.6667,True,100.0,volume,3,2025-08-07 22:00:00,0.0,False,volume|route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-07 23:00:00,2025-08-07 22:00:00,2025-08-07 23:00:00,0.0,BTCUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,16.6667,True,100.0,relative_strength,4,2025-08-07 23:00:00,0.0,False,relative_strength|route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-07 23:00:00,2025-08-07 22:00:00,2025-08-07 23:00:00,0.0,SOLUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,33.3333,True,100.0,relative_strength,3,2025-08-07 23:00:00,0.0,False,relative_strength|route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-08 00:00:00,2025-08-07 23:00:00,2025-08-08 00:00:00,0.0,SOLUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,33.3333,True,99.0,volume|relative_strength,3,2025-08-07 23:00:00,1.0,False,volume|relative_strength|route_quality,0,,0.0,False,0,False,99.0,2.4,0,0.0
2025-08-08 07:00:00,2025-08-08 06:00:00,2025-08-08 07:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,16.6667,True,91.0,volume|relative_strength,2,2025-08-08 07:00:00,0.0,False,volume|relative_strength|route_quality,0,,0.0,False,0,False,91.0,2.2,0,0.0
2025-08-08 08:00:00,2025-08-08 07:00:00,2025-08-08 08:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,16.6667,True,96.0,relative_strength,2,2025-08-08 07:00:00,1.0,False,relative_strength|route_quality,0,,0.0,False,0,False,96.0,2.2,0,0.0
2025-08-08 08:00:00,2025-08-08 07:00:00,2025-08-08 08:00:00,0.0,SOLUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,33.3333,True,100.0,relative_strength,4,2025-08-08 08:00:00,0.0,False,relative_strength|route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-08 10:00:00,2025-08-08 09:00:00,2025-08-08 10:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,16.6667,True,91.0,volume|relative_strength,3,2025-08-08 10:00:00,0.0,False,volume|relative_strength|route_quality,0,,0.0,False,0,False,91.0,2.2,0,0.0
2025-08-08 12:00:00,2025-08-08 11:00:00,2025-08-08 12:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,16.6667,True,95.0,volume|relative_strength,4,2025-08-08 12:00:00,0.0,False,volume|relative_strength|route_quality,0,,0.0,False,0,False,95.0,2.2,0,0.0
2025-08-08 14:00:00,2025-08-08 13:00:00,2025-08-08 14:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,16.6667,True,94.0,adx|relative_strength,5,2025-08-08 14:00:00,0.0,False,adx|relative_strength|route_quality,0,,0.0,False,0,False,94.0,2.2,0,0.0
2025-08-08 14:00:00,2025-08-08 13:00:00,2025-08-08 14:00:00,0.0,SOLUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,50.0,True,100.0,,5,2025-08-08 14:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-08 14:00:00,2025-08-08 13:00:00,2025-08-08 14:00:00,0.0,DOGEUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,66.6667,True,100.0,,4,2025-08-08 14:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-08 17:00:00,2025-08-08 16:00:00,2025-08-08 17:00:00,0.0,SOLUSDT,IGNITION,STRONG_BULL,50.0,True,100.0,,1,2025-08-08 17:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-08 18:00:00,2025-08-08 17:00:00,2025-08-08 18:00:00,0.0,SOLUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,50.0,True,100.0,,6,2025-08-08 18:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-08 20:00:00,2025-08-08 19:00:00,2025-08-08 20:00:00,0.0,XRPUSDT,IGNITION,STRONG_BULL,83.3333,True,100.0,,1,2025-08-08 20:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-08 21:00:00,2025-08-08 20:00:00,2025-08-08 21:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,16.6667,True,91.0,volume|relative_strength,6,2025-08-08 21:00:00,0.0,False,volume|relative_strength|route_quality,0,,0.0,False,0,False,91.0,2.2,0,0.0
2025-08-08 22:00:00,2025-08-08 21:00:00,2025-08-08 22:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,16.6667,True,95.0,volume|relative_strength,6,2025-08-08 21:00:00,1.0,False,volume|relative_strength|route_quality,0,,0.0,False,0,False,95.0,2.2,0,0.0
2025-08-09 01:00:00,2025-08-09 00:00:00,2025-08-09 01:00:00,0.0,XRPUSDT,IGNITION,STRONG_BULL,33.3333,True,91.0,volume|relative_strength,2,2025-08-09 01:00:00,0.0,False,volume|relative_strength|route_quality,0,,0.0,False,0,False,91.0,2.2,0,0.0
2025-08-09 02:00:00,2025-08-09 01:00:00,2025-08-09 02:00:00,0.0,SOLUSDT,IGNITION,STRONG_BULL,50.0,True,95.0,volume,2,2025-08-09 02:00:00,0.0,False,volume|route_quality,0,,0.0,False,0,False,95.0,2.2,0,0.0
2025-08-09 02:00:00,2025-08-09 01:00:00,2025-08-09 02:00:00,0.0,XRPUSDT,IGNITION,STRONG_BULL,16.6667,True,91.0,volume|relative_strength,2,2025-08-09 01:00:00,1.0,False,volume|relative_strength|route_quality,0,,0.0,False,0,False,91.0,2.2,0,0.0
2025-08-09 05:00:00,2025-08-09 04:00:00,2025-08-09 05:00:00,0.0,ETHUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,66.6667,True,100.0,,5,2025-08-09 05:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-09 05:00:00,2025-08-09 04:00:00,2025-08-09 05:00:00,0.0,SOLUSDT,IGNITION,STRONG_BULL,50.0,True,100.0,,3,2025-08-09 05:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-09 06:00:00,2025-08-09 05:00:00,2025-08-09 06:00:00,0.0,SOLUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,50.0,True,100.0,,7,2025-08-09 06:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-09 06:00:00,2025-08-09 05:00:00,2025-08-09 06:00:00,0.0,DOGEUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,66.6667,True,100.0,,5,2025-08-09 06:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-09 09:00:00,2025-08-09 08:00:00,2025-08-09 09:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,33.3333,True,100.0,relative_strength,7,2025-08-09 09:00:00,0.0,False,relative_strength|route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-09 09:00:00,2025-08-09 08:00:00,2025-08-09 09:00:00,0.0,BTCUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,33.3333,True,100.0,relative_strength,5,2025-08-09 09:00:00,0.0,False,relative_strength|route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-09 10:00:00,2025-08-09 09:00:00,2025-08-09 10:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,33.3333,True,100.0,relative_strength,7,2025-08-09 09:00:00,1.0,False,relative_strength|route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-09 10:00:00,2025-08-09 09:00:00,2025-08-09 10:00:00,0.0,BTCUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,33.3333,True,100.0,relative_strength,5,2025-08-09 09:00:00,1.0,False,relative_strength|route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-09 10:00:00,2025-08-09 09:00:00,2025-08-09 10:00:00,0.0,SOLUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,50.0,True,100.0,volume,8,2025-08-09 10:00:00,0.0,False,volume|route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-09 13:00:00,2025-08-09 12:00:00,2025-08-09 13:00:00,0.0,XRPUSDT,IGNITION,STRONG_BULL,16.6667,True,91.0,volume|relative_strength,3,2025-08-09 13:00:00,0.0,False,volume|relative_strength|route_quality,0,,0.0,False,0,False,91.0,2.2,0,0.0
2025-08-09 15:00:00,2025-08-09 14:00:00,2025-08-09 15:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,16.6667,True,96.0,relative_strength,8,2025-08-09 15:00:00,0.0,False,relative_strength|route_quality|stop_distance,0,,0.0,False,0,False,96.0,2.2,0,0.0
2025-08-09 15:00:00,2025-08-09 14:00:00,2025-08-09 15:00:00,0.0,SOLUSDT,IGNITION,STRONG_BULL,50.0,True,100.0,,4,2025-08-09 15:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-09 20:00:00,2025-08-09 19:00:00,2025-08-09 20:00:00,0.0,ETHUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,66.6667,True,100.0,,6,2025-08-09 20:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-09 21:00:00,2025-08-09 20:00:00,2025-08-09 21:00:00,0.0,SOLUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,50.0,True,100.0,,9,2025-08-09 21:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-09 21:00:00,2025-08-09 20:00:00,2025-08-09 21:00:00,0.0,LINKUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,100.0,True,100.0,volume,2,2025-08-09 21:00:00,0.0,False,volume|route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-09 23:00:00,2025-08-09 22:00:00,2025-08-09 23:00:00,0.0,LINKUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,100.0,True,100.0,,3,2025-08-09 23:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-10 01:00:00,2025-08-10 00:00:00,2025-08-10 01:00:00,0.0,SOLUSDT,IGNITION,STRONG_BULL,50.0,True,100.0,,5,2025-08-10 01:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-10 01:00:00,2025-08-10 00:00:00,2025-08-10 01:00:00,0.0,DOGEUSDT,IGNITION,STRONG_BULL,66.6667,True,95.0,volume,1,2025-08-10 01:00:00,0.0,False,volume|route_quality,0,,0.0,False,0,False,95.0,2.2,0,0.0
2025-08-10 02:00:00,2025-08-10 01:00:00,2025-08-10 02:00:00,0.0,SOLUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,50.0,True,100.0,,10,2025-08-10 02:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-10 03:00:00,2025-08-10 02:00:00,2025-08-10 03:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,33.3333,True,100.0,relative_strength,9,2025-08-10 03:00:00,0.0,False,relative_strength|route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-10 03:00:00,2025-08-10 02:00:00,2025-08-10 03:00:00,0.0,BTCUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,33.3333,True,100.0,relative_strength,6,2025-08-10 03:00:00,0.0,False,relative_strength|route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-10 04:00:00,2025-08-10 03:00:00,2025-08-10 04:00:00,0.0,BTCUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,33.3333,True,100.0,relative_strength,6,2025-08-10 03:00:00,1.0,False,relative_strength|route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-10 04:00:00,2025-08-10 03:00:00,2025-08-10 04:00:00,0.0,LINKUSDT,IGNITION,STRONG_BULL,50.0,True,100.0,,1,2025-08-10 04:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-10 04:00:00,2025-08-10 03:00:00,2025-08-10 04:00:00,0.0,DOGEUSDT,IGNITION,STRONG_BULL,100.0,True,100.0,,2,2025-08-10 04:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-10 09:00:00,2025-08-10 08:00:00,2025-08-10 09:00:00,0.0,LINKUSDT,IGNITION,STRONG_BULL,100.0,True,100.0,,2,2025-08-10 09:00:00,0.0,True,,1,2025-08-10 09:00:00,0.0,True,1,False,100.0,2.2,1,100.0
2025-08-10 15:00:00,2025-08-10 14:00:00,2025-08-10 15:00:00,0.0,BTCUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,83.3333,True,100.0,,7,2025-08-10 15:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-10 17:00:00,2025-08-10 16:00:00,2025-08-10 17:00:00,0.0,ETHUSDT,IGNITION,STRONG_BULL,50.0,True,99.0,volume,2,2025-08-10 17:00:00,0.0,False,volume|route_quality,0,,0.0,False,0,False,99.0,2.2,0,0.0
2025-08-10 17:00:00,2025-08-10 16:00:00,2025-08-10 17:00:00,0.0,SOLUSDT,IGNITION,STRONG_BULL,66.6667,True,99.0,volume,6,2025-08-10 17:00:00,0.0,False,volume|route_quality,0,,0.0,False,0,False,99.0,2.2,0,0.0
2025-08-10 19:00:00,2025-08-10 18:00:00,2025-08-10 19:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,83.3333,True,95.0,volume,10,2025-08-10 19:00:00,0.0,False,volume|route_quality,0,,0.0,False,0,False,95.0,2.2,0,0.0
2025-08-10 19:00:00,2025-08-10 18:00:00,2025-08-10 19:00:00,0.0,ETHUSDT,IGNITION,STRONG_BULL,50.0,True,99.0,volume,3,2025-08-10 19:00:00,0.0,False,volume|route_quality,0,,0.0,False,0,False,99.0,2.2,0,0.0
2025-08-10 19:00:00,2025-08-10 18:00:00,2025-08-10 19:00:00,0.0,SOLUSDT,IGNITION,STRONG_BULL,66.6667,True,99.0,volume,7,2025-08-10 19:00:00,0.0,False,volume|route_quality,0,,0.0,False,0,False,99.0,2.2,0,0.0
2025-08-10 19:00:00,2025-08-10 18:00:00,2025-08-10 19:00:00,0.0,SOLUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,66.6667,True,98.0,volume,11,2025-08-10 19:00:00,0.0,False,volume|route_quality,0,,0.0,False,0,False,98.0,2.4,0,0.0
2025-08-10 20:00:00,2025-08-10 19:00:00,2025-08-10 20:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,83.3333,True,95.0,volume,10,2025-08-10 19:00:00,1.0,False,volume|route_quality,0,,0.0,False,0,False,95.0,2.2,0,0.0
2025-08-10 22:00:00,2025-08-10 21:00:00,2025-08-10 22:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,83.3333,True,100.0,,11,2025-08-10 22:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-10 22:00:00,2025-08-10 21:00:00,2025-08-10 22:00:00,0.0,SOLUSDT,IGNITION,STRONG_BULL,66.6667,True,100.0,,8,2025-08-10 22:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-10 22:00:00,2025-08-10 21:00:00,2025-08-10 22:00:00,0.0,SOLUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,66.6667,True,100.0,,12,2025-08-10 22:00:00,0.0,True,,3,2025-08-10 22:00:00,0.0,True,1,False,100.0,2.4,1,85.0
2025-08-10 22:00:00,2025-08-10 21:00:00,2025-08-10 22:00:00,0.0,LINKUSDT,IGNITION,STRONG_BULL,100.0,True,95.0,volume,3,2025-08-10 22:00:00,0.0,True,volume,2,2025-08-10 22:00:00,0.0,True,1,False,95.0,2.2,2,65.0
2025-08-10 23:00:00,2025-08-10 22:00:00,2025-08-10 23:00:00,0.0,ETHUSDT,IGNITION,STRONG_BULL,50.0,True,99.0,volume,4,2025-08-10 23:00:00,0.0,False,volume|route_quality,0,,0.0,False,0,False,99.0,2.2,0,0.0
2025-08-10 23:00:00,2025-08-10 22:00:00,2025-08-10 23:00:00,0.0,LINKUSDT,IGNITION,STRONG_BULL,83.3333,True,95.0,volume,3,2025-08-10 22:00:00,1.0,True,volume,2,2025-08-10 22:00:00,1.0,False,0,False,95.0,2.2,0,0.0
2025-08-11 00:00:00,2025-08-10 23:00:00,2025-08-11 00:00:00,0.0,BTCUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,100.0,True,100.0,,8,2025-08-11 00:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-11 02:00:00,2025-08-11 01:00:00,2025-08-11 02:00:00,0.0,BTCUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,100.0,True,100.0,,9,2025-08-11 02:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-11 02:00:00,2025-08-11 01:00:00,2025-08-11 02:00:00,0.0,ETHUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,66.6667,True,100.0,,7,2025-08-11 02:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-11 02:00:00,2025-08-11 01:00:00,2025-08-11 02:00:00,0.0,SOLUSDT,IGNITION,STRONG_BULL,33.3333,True,94.0,adx|relative_strength,9,2025-08-11 02:00:00,0.0,False,adx|relative_strength|route_quality,0,,0.0,False,0,False,94.0,2.2,0,0.0
2025-08-11 03:00:00,2025-08-11 02:00:00,2025-08-11 03:00:00,0.0,SOLUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,50.0,True,100.0,,13,2025-08-11 03:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-11 03:00:00,2025-08-11 02:00:00,2025-08-11 03:00:00,0.0,DOGEUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,16.6667,True,100.0,relative_strength,6,2025-08-11 03:00:00,0.0,False,relative_strength|route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-11 09:00:00,2025-08-11 08:00:00,2025-08-11 09:00:00,0.0,ETHUSDT,IGNITION,STRONG_BULL,50.0,True,100.0,,5,2025-08-11 09:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-11 09:00:00,2025-08-11 08:00:00,2025-08-11 09:00:00,0.0,SOLUSDT,IGNITION,STRONG_BULL,66.6667,True,94.0,adx,10,2025-08-11 09:00:00,0.0,False,adx|route_quality,0,,0.0,False,0,False,94.0,2.2,0,0.0
2025-08-11 09:00:00,2025-08-11 08:00:00,2025-08-11 09:00:00,0.0,XRPUSDT,IGNITION,STRONG_BULL,83.3333,True,100.0,,4,2025-08-11 09:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-11 16:00:00,2025-08-11 15:00:00,2025-08-11 16:00:00,0.0,ETHUSDT,IGNITION,STRONG_BULL,100.0,True,100.0,,6,2025-08-11 16:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-11 16:00:00,2025-08-11 15:00:00,2025-08-11 16:00:00,0.0,ETHUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,100.0,True,100.0,,8,2025-08-11 16:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-11 19:00:00,2025-08-11 18:00:00,2025-08-11 19:00:00,0.0,ETHUSDT,IGNITION,STRONG_BULL,100.0,True,95.0,volume,7,2025-08-11 19:00:00,0.0,False,volume|route_quality,0,,0.0,False,0,False,95.0,2.2,0,0.0
2025-08-12 12:00:00,2025-08-12 11:00:00,2025-08-12 12:00:00,0.0,ETHUSDT,IGNITION,BULL,100.0,True,94.0,adx,8,2025-08-12 12:00:00,0.0,False,adx|route_quality,0,,0.0,False,0,False,94.0,2.2,0,0.0
2025-08-12 15:00:00,2025-08-12 14:00:00,2025-08-12 15:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,33.3333,True,100.0,relative_strength,12,2025-08-12 15:00:00,0.0,False,relative_strength|route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-12 16:00:00,2025-08-12 15:00:00,2025-08-12 16:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,33.3333,True,100.0,relative_strength,12,2025-08-12 15:00:00,1.0,False,relative_strength|route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
2025-08-12 20:00:00,2025-08-12 19:00:00,2025-08-12 20:00:00,0.0,XRPUSDT,ADAPTIVE_BREAKOUT,STRONG_BULL,50.0,True,100.0,,4,2025-08-12 20:00:00,0.0,False,route_quality,0,,0.0,False,0,False,100.0,2.4,0,0.0
2025-08-12 21:00:00,2025-08-12 20:00:00,2025-08-12 21:00:00,0.0,BTCUSDT,IGNITION,STRONG_BULL,16.6667,True,100.0,relative_strength,13,2025-08-12 21:00:00,0.0,False,relative_strength|route_quality,0,,0.0,False,0,False,100.0,2.2,0,0.0
